light,site,individual,begin.year,number.leaves,av.leaf.length,av.leaf.width,av.leaf.area,total.leaf.area,flowering,inflorescence.height,number.flowers,number.fruits,end.year,end.number.leaves,end.av.leaf.length,end.av.leaf.width,end.av.leaf.area,end.total.leaf.area,end.flowering,end.inflorescence.height,end.number.flowers,end.number.fruits,survival,dormant,comments
L,L2,329,2012,1,8.30,2.10,13.689,13.689,0,NA,NA,NA,2013,3,9.17,2.07,14.879,44.637,0,NA,NA,NA,1,0,
L,L1,52,2003,2,11.90,2.15,20.094,40.189,0,NA,NA,NA,2004,3,13.43,3.20,33.762,101.285,0,NA,NA,NA,1,0,
L,L1,68,2003,2,10.35,2.50,20.322,40.644,0,NA,NA,NA,2004,3,10.30,2.70,21.842,65.526,0,NA,NA,NA,1,0,
L,L1,50,2004,2,10.50,2.35,19.380,38.759,0,NA,NA,NA,2005,3,11.47,3.07,27.618,82.854,0,NA,NA,NA,1,0,
L,L1,55,2004,2,11.90,2.75,25.702,51.404,0,NA,NA,NA,2005,3,8.57,2.70,18.166,54.499,0,NA,NA,NA,1,0,
L,L1,60,2004,2,12.00,2.40,22.619,45.239,0,NA,NA,NA,2005,3,12.47,3.00,29.374,88.122,0,NA,NA,NA,1,0,
L,L1,10,2005,2,12.25,2.95,28.382,56.765,0,NA,NA,NA,2006,3,9.87,3.37,26.089,78.268,0,NA,NA,NA,1,0,
L,L1,19,2005,2,8.95,2.00,14.059,28.117,0,NA,NA,NA,2006,3,10.97,2.37,20.385,61.154,0,NA,NA,NA,1,0,
L,L1,54,2005,2,6.75,1.95,10.338,20.676,0,NA,NA,NA,2006,3,9.07,2.60,18.514,55.543,0,NA,NA,NA,1,0,
L,L1,22,2006,2,11.25,2.45,21.648,43.295,0,NA,NA,NA,2007,3,10.47,2.17,17.811,53.433,0,NA,NA,NA,1,0,
L,L1,33,2006,2,11.05,2.70,23.432,46.865,0,NA,NA,NA,2007,3,11.63,3.07,28.020,84.059,0,NA,NA,NA,1,0,
L,L1,57,2006,2,12.85,2.85,28.763,57.526,0,NA,NA,NA,2007,3,12.43,3.30,32.225,96.675,0,NA,NA,NA,1,0,
L,L1,61,2006,2,8.90,2.50,17.475,34.950,0,NA,NA,NA,2007,3,7.77,2.63,16.063,48.189,0,NA,NA,NA,1,0,
L,L1,62,2006,2,14.30,4.55,51.102,102.204,0,NA,NA,NA,2007,3,11.13,3.30,28.856,86.567,0,NA,NA,NA,1,0,
L,L1,64,2006,2,8.35,2.15,14.100,28.200,0,NA,NA,NA,2007,3,7.20,1.40,7.917,23.750,0,NA,NA,NA,1,0,
L,L1,66,2006,2,10.70,2.85,23.951,47.901,0,NA,NA,NA,2007,3,11.50,2.13,19.268,57.805,0,NA,NA,NA,1,0,
L,L1,71,2006,2,13.15,2.30,23.754,47.509,0,NA,NA,NA,2007,3,11.40,2.50,22.384,67.152,0,NA,NA,NA,1,0,
L,L1,79,2006,2,10.75,2.80,23.640,47.281,0,NA,NA,NA,2007,3,11.70,3.53,32.468,97.405,0,NA,NA,NA,1,0,
L,L1,83,2006,2,11.50,2.60,23.483,46.967,0,NA,NA,NA,2007,3,12.03,3.70,34.969,104.906,0,NA,NA,NA,1,0,
L,L1,67,2007,2,9.80,2.80,21.551,43.103,0,NA,NA,NA,2008,3,13.57,2.60,27.704,83.111,0,NA,NA,NA,1,0,
L,L1,73,2007,2,11.20,2.95,25.950,51.899,0,NA,NA,NA,2008,3,14.60,3.47,39.752,119.255,0,NA,NA,NA,1,0,
L,L1,74,2007,2,8.85,3.10,21.547,43.095,0,NA,NA,NA,2008,3,8.33,2.20,14.399,43.197,0,NA,NA,NA,1,0,
L,L1,75,2007,2,9.95,2.75,21.490,42.981,0,NA,NA,NA,2008,3,13.23,3.43,35.684,107.052,0,NA,NA,NA,1,0,
L,L1,77,2007,2,9.25,2.95,21.432,42.863,0,NA,NA,NA,2008,3,14.30,3.33,37.437,112.312,0,NA,NA,NA,1,0,
L,L1,82,2007,2,7.95,2.55,15.922,31.844,0,NA,NA,NA,2008,3,12.93,2.80,28.442,85.326,0,NA,NA,NA,1,0,
L,L1,56,2008,2,12.40,2.40,23.373,46.747,0,NA,NA,NA,2009,3,14.10,3.47,38.390,115.171,0,NA,NA,NA,1,0,
L,L1,64,2008,2,12.10,2.45,23.283,46.566,0,NA,NA,NA,2009,3,11.30,2.67,23.667,71.000,0,NA,NA,NA,1,0,
L,L1,76,2008,2,10.50,2.20,18.143,36.285,0,NA,NA,NA,2009,3,9.50,2.23,16.664,49.991,0,NA,NA,NA,1,0,
L,L1,84,2008,2,16.50,3.85,49.892,99.785,0,NA,NA,NA,2009,3,16.90,4.97,65.924,197.771,0,NA,NA,NA,1,0,
L,L1,85,2008,2,16.50,2.55,33.046,66.091,0,NA,NA,NA,2009,3,9.00,2.23,15.787,47.360,0,NA,NA,NA,1,0,
L,L1,21b,2008,2,14.60,2.85,32.680,65.361,0,NA,NA,NA,2009,3,12.27,3.00,28.903,86.708,0,NA,NA,NA,1,0,
L,L1,68,2009,2,11.20,3.10,27.269,54.538,0,NA,NA,NA,2010,3,12.83,2.60,26.206,78.618,0,NA,NA,NA,1,0,
L,L1,69,2009,2,12.25,2.40,23.091,46.181,0,NA,NA,NA,2010,3,11.30,2.83,25.146,75.437,0,NA,NA,NA,1,0,
L,L1,74,2009,2,11.20,3.10,27.269,54.538,0,NA,NA,NA,2010,3,12.40,2.87,27.918,83.755,0,NA,NA,NA,1,0,
L,L1,88,2009,2,12.20,3.10,29.704,59.408,0,NA,NA,NA,2010,3,13.10,3.07,31.552,94.656,0,NA,NA,NA,1,0,
L,L1,89,2009,2,9.05,3.00,21.324,42.647,0,NA,NA,NA,2010,3,10.20,3.40,27.238,81.713,0,NA,NA,NA,1,0,
L,L1,91,2009,2,11.65,2.55,23.332,46.664,0,NA,NA,NA,2010,3,11.20,2.27,19.939,59.816,0,NA,NA,NA,1,0,
L,L1,103,2010,2,12.95,2.95,30.004,60.008,0,NA,NA,NA,2011,3,14.15,2.90,32.229,96.686,0,NA,NA,NA,1,0,
L,L1,113,2010,2,10.95,2.60,22.360,44.721,0,NA,NA,NA,2011,3,10.13,2.60,20.693,62.078,0,NA,NA,NA,1,0,
L,L1,116,2010,2,14.65,2.95,33.943,67.886,0,NA,NA,NA,2011,3,13.00,3.50,35.736,107.207,0,NA,NA,NA,1,0,
L,L1,139,2010,2,14.00,2.00,21.991,43.982,0,NA,NA,NA,2011,3,14.03,2.80,30.861,92.583,0,NA,NA,NA,1,0,
L,L1,107,2011,2,11.85,2.75,25.594,51.188,0,NA,NA,NA,2012,3,9.50,2.60,19.399,58.198,0,NA,NA,NA,1,0,
L,L1,117,2011,2,13.00,2.50,25.525,51.051,0,NA,NA,NA,2012,3,11.23,2.73,24.115,72.346,0,NA,NA,NA,1,0,
L,L1,119,2011,2,10.50,2.40,19.792,39.584,0,NA,NA,NA,2012,3,5.70,1.77,7.909,23.727,0,NA,NA,NA,1,0,
L,L1,122,2011,2,10.40,2.20,17.970,35.940,0,NA,NA,NA,2012,3,12.30,2.13,20.609,61.827,0,NA,NA,NA,1,0,
L,L1,131,2011,2,13.95,2.55,27.939,55.877,0,NA,NA,NA,2012,3,13.37,3.17,33.244,99.732,0,NA,NA,NA,1,0,
L,L1,138,2011,2,11.75,2.05,18.918,37.837,0,NA,NA,NA,2012,3,11.07,2.77,24.047,72.141,0,NA,NA,NA,1,0,
L,L1,144,2011,2,8.95,2.10,14.762,29.523,0,NA,NA,NA,2012,3,7.47,2.17,12.706,38.118,0,NA,NA,NA,1,0,
L,L1,93,2012,2,12.75,3.45,34.548,69.095,0,NA,NA,NA,2013,3,10.87,2.27,19.345,58.036,1,20,17,4,1,0,
L,L1,97,2012,2,11.70,2.50,22.973,45.946,0,NA,NA,NA,2013,3,10.23,2.70,21.701,65.102,0,NA,NA,NA,1,0,
L,L1,105,2012,2,3.35,0.90,2.368,4.736,0,NA,NA,NA,2013,3,6.53,1.33,6.842,20.525,0,NA,NA,NA,1,0,
L,L1,106,2012,2,8.10,2.15,13.678,27.355,0,NA,NA,NA,2013,3,10.10,2.90,23.004,69.013,0,NA,NA,NA,1,0,
L,L1,114,2012,2,8.10,1.55,9.861,19.721,0,NA,NA,NA,2013,3,9.67,2.67,20.246,60.737,0,NA,NA,NA,1,0,
L,L1,118,2012,2,7.50,2.55,15.021,30.041,0,NA,NA,NA,2013,3,9.10,3.33,23.824,71.471,0,NA,NA,NA,1,0,
L,L1,120,2012,2,8.30,1.65,10.756,21.512,0,NA,NA,NA,2013,3,8.57,1.77,11.887,35.660,0,NA,NA,NA,1,0,
L,L1,143,2012,2,7.60,2.55,15.221,30.442,0,NA,NA,NA,2013,3,9.47,3.17,23.544,70.633,0,NA,NA,NA,1,0,
L,L1,145,2012,2,6.95,2.20,12.009,24.017,0,NA,NA,NA,2013,3,8.33,2.30,15.053,45.160,0,NA,NA,NA,1,0,
L,L1,149,2012,2,6.80,2.10,11.215,22.431,0,NA,NA,NA,2013,3,8.73,2.23,15.319,45.956,0,NA,NA,NA,1,0,
L,L2,9,2004,2,10.25,3.05,24.554,49.107,0,NA,NA,NA,2005,3,10.27,3.20,25.803,77.409,0,NA,NA,NA,1,0,
L,L2,73,2004,2,11.15,2.20,19.266,38.532,0,NA,NA,NA,2005,3,11.57,2.53,23.014,69.042,0,NA,NA,NA,1,0,
L,L2,81,2004,2,13.65,2.75,29.482,58.964,0,NA,NA,NA,2005,3,12.57,2.87,28.294,84.881,0,NA,NA,NA,1,0,
L,L2,84,2004,2,11.00,2.60,22.462,44.925,0,NA,NA,NA,2005,3,12.03,2.73,25.833,77.498,0,NA,NA,NA,1,0,
L,L2,93,2004,2,9.25,1.95,14.167,28.333,0,NA,NA,NA,2005,3,8.27,1.97,12.769,38.306,0,NA,NA,NA,1,0,
L,L2,99,2004,2,13.70,2.75,29.590,59.180,0,NA,NA,NA,2005,3,14.80,2.90,33.709,101.128,0,NA,NA,NA,1,0,
L,L2,115,2004,2,11.05,2.00,17.357,34.715,0,NA,NA,NA,2005,3,9.40,1.93,14.273,42.820,0,NA,NA,NA,1,0,
L,L2,136,2004,2,12.35,1.85,17.944,35.889,0,NA,NA,NA,2005,3,11.63,2.50,22.842,68.526,0,NA,NA,NA,1,0,
L,L2,137,2004,2,11.55,3.55,32.203,64.407,0,NA,NA,NA,2005,3,12.07,3.93,37.277,111.830,0,NA,NA,NA,1,0,
L,L2,140,2004,2,11.95,2.95,27.687,55.374,0,NA,NA,NA,2005,3,14.17,3.00,33.379,100.138,0,NA,NA,NA,1,0,
L,L2,143,2004,2,8.75,2.60,17.868,35.736,0,NA,NA,NA,2005,3,9.77,2.77,21.222,63.667,0,NA,NA,NA,1,0,
L,L2,147,2004,2,11.65,2.15,19.672,39.345,0,NA,NA,NA,2005,3,11.10,2.63,22.957,68.872,0,NA,NA,NA,1,0,
L,L2,154,2004,2,11.55,1.00,9.071,18.143,0,NA,NA,NA,2005,3,11.47,1.67,15.010,45.029,0,NA,NA,NA,1,0,
L,L2,159,2004,2,10.35,2.15,17.477,34.954,0,NA,NA,NA,2005,3,13.33,2.70,28.274,84.823,0,NA,NA,NA,1,0,
L,L2,169,2004,2,10.20,2.00,16.022,32.044,0,NA,NA,NA,2005,3,12.13,2.20,20.965,62.895,0,NA,NA,NA,1,0,
L,L2,70,2005,2,11.60,2.60,23.688,47.375,0,NA,NA,NA,2006,3,12.20,2.80,26.829,80.488,0,NA,NA,NA,1,0,
L,L2,74,2005,2,10.50,3.40,28.039,56.077,0,NA,NA,NA,2006,3,11.10,3.57,31.094,93.282,0,NA,NA,NA,1,0,
L,L2,80,2005,2,9.00,2.55,18.025,36.050,0,NA,NA,NA,2006,3,11.17,3.10,27.188,81.564,0,NA,NA,NA,1,0,
L,L2,83,2005,2,15.05,3.10,36.643,73.286,0,NA,NA,NA,2006,3,14.70,3.27,37.715,113.144,0,NA,NA,NA,1,0,
L,L2,88,2005,2,12.25,2.75,26.458,52.916,0,NA,NA,NA,2006,3,10.87,2.53,21.621,64.863,0,NA,NA,NA,1,0,
L,L2,125,2005,2,11.60,1.95,17.766,35.531,0,NA,NA,NA,2006,3,12.00,2.00,18.850,56.549,0,NA,NA,NA,1,0,
L,L2,131,2005,2,10.70,2.80,23.531,47.061,0,NA,NA,NA,2006,3,11.77,2.50,23.104,69.311,0,NA,NA,NA,1,0,
L,L2,138,2005,2,9.40,2.70,19.933,39.867,0,NA,NA,NA,2006,3,10.93,2.77,23.757,71.272,0,NA,NA,NA,1,0,
L,L2,139,2005,2,10.45,2.25,18.467,36.933,0,NA,NA,NA,2006,3,12.77,2.97,29.747,89.240,0,NA,NA,NA,1,0,
L,L2,144,2005,2,9.85,1.75,13.538,27.077,0,NA,NA,NA,2006,3,10.17,2.17,17.301,51.902,0,NA,NA,NA,1,0,
L,L2,145,2005,2,10.15,2.30,18.335,36.670,0,NA,NA,NA,2006,3,12.10,2.43,23.125,69.374,0,NA,NA,NA,1,0,
L,L2,158,2005,2,13.05,2.25,23.061,46.123,0,NA,NA,NA,2006,3,11.60,2.43,22.169,66.508,0,NA,NA,NA,1,0,
L,L2,170,2005,2,10.80,1.95,16.540,33.081,0,NA,NA,NA,2006,3,14.73,2.47,28.543,85.629,0,NA,NA,NA,1,0,
L,L2,179,2005,2,11.90,2.50,23.366,46.731,0,NA,NA,NA,2006,3,13.23,2.93,30.487,91.462,0,NA,NA,NA,1,0,
L,L2,187,2005,2,11.30,2.35,20.856,41.712,0,NA,NA,NA,2006,3,14.17,2.67,29.671,89.012,0,NA,NA,NA,1,0,
L,L2,188,2005,2,10.15,2.05,16.342,32.684,0,NA,NA,NA,2006,3,13.47,1.90,20.096,60.287,0,NA,NA,NA,1,0,
L,L2,190,2005,2,7.50,2.85,16.788,33.576,0,NA,NA,NA,2006,3,9.47,3.20,23.792,71.377,0,NA,NA,NA,1,0,
L,L2,25,2006,2,11.90,2.80,26.169,52.339,0,NA,NA,NA,2007,3,8.93,2.07,14.500,43.501,0,NA,NA,NA,1,0,
L,L2,69,2006,2,12.50,3.35,32.889,65.777,0,NA,NA,NA,2007,3,11.27,2.43,21.532,64.596,0,NA,NA,NA,1,0,
L,L2,78,2006,2,14.20,2.75,30.670,61.340,0,NA,NA,NA,2007,3,11.53,3.10,28.081,84.242,0,NA,NA,NA,1,0,
L,L2,122,2006,2,11.40,2.70,24.175,48.349,0,NA,NA,NA,2007,3,10.60,3.10,25.808,77.425,0,NA,NA,NA,1,0,
L,L2,126,2006,2,11.50,2.75,24.838,49.676,0,NA,NA,NA,2007,3,8.77,2.77,19.049,57.148,0,NA,NA,NA,1,0,
L,L2,133,2006,2,14.25,3.15,35.255,70.509,0,NA,NA,NA,2007,3,11.03,2.93,25.419,76.257,0,NA,NA,NA,1,0,
L,L2,155,2006,2,12.70,2.50,24.936,49.873,0,NA,NA,NA,2007,3,13.07,2.77,28.393,85.179,0,NA,NA,NA,1,0,
L,L2,171,2006,2,13.35,3.10,32.504,65.007,0,NA,NA,NA,2007,3,11.83,3.17,29.431,88.292,0,NA,NA,NA,1,0,
L,L2,173,2006,2,11.90,2.40,22.431,44.862,0,NA,NA,NA,2007,3,11.10,2.93,25.573,76.718,0,NA,NA,NA,1,0,
L,L2,180,2006,2,11.35,2.35,20.949,41.897,0,NA,NA,NA,2007,3,7.67,2.37,14.251,42.752,0,NA,NA,NA,1,0,
L,L2,193,2006,2,10.75,1.85,15.620,31.239,0,NA,NA,NA,2007,3,11.43,2.73,24.545,73.634,0,NA,NA,NA,1,0,
L,L2,194,2006,2,12.50,2.35,23.071,46.142,0,NA,NA,NA,2007,3,9.20,2.00,14.451,43.354,0,NA,NA,NA,1,0,
L,L2,206,2006,2,13.45,3.15,33.275,66.551,0,NA,NA,NA,2007,3,12.80,3.13,31.500,94.499,0,NA,NA,NA,1,0,
L,L2,224,2006,2,12.00,1.75,16.493,32.987,0,NA,NA,NA,2007,3,14.21,3.35,37.388,112.163,0,NA,NA,NA,1,0,
L,L2,8,2007,2,12.50,2.95,28.962,57.923,0,NA,NA,NA,2008,3,11.67,3.27,29.932,89.797,0,NA,NA,NA,1,0,
L,L2,191,2007,2,11.10,1.90,16.564,33.128,0,NA,NA,NA,2008,3,11.53,2.23,20.230,60.690,0,NA,NA,NA,1,0,
L,L2,205,2007,2,9.15,1.90,13.654,27.308,0,NA,NA,NA,2008,3,11.53,2.10,19.022,57.067,0,NA,NA,NA,1,0,
L,L2,212,2007,2,11.00,2.50,21.598,43.197,0,NA,NA,NA,2008,3,12.63,2.53,25.136,75.409,0,NA,NA,NA,1,0,
L,L2,221,2007,2,10.20,2.05,16.423,32.845,0,NA,NA,NA,2008,3,15.43,2.60,31.515,94.546,0,NA,NA,NA,1,0,
L,L2,223,2007,2,12.55,1.85,18.235,36.470,0,NA,NA,NA,2008,3,15.83,3.30,41.037,123.111,0,NA,NA,NA,1,0,
L,L2,25,2008,2,10.70,2.10,17.648,35.296,0,NA,NA,NA,2009,3,11.43,3.07,27.538,82.613,0,NA,NA,NA,1,0,
L,L2,72,2008,2,11.60,3.50,31.887,63.774,0,NA,NA,NA,2009,3,12.00,3.50,32.987,98.960,0,NA,NA,NA,1,0,
L,L2,77,2008,2,13.15,4.10,42.345,84.689,0,NA,NA,NA,2009,3,12.37,4.00,38.851,116.553,0,NA,NA,NA,1,0,
L,L2,88,2008,2,15.30,2.90,34.848,69.696,0,NA,NA,NA,2009,3,14.03,3.03,33.433,100.298,0,NA,NA,NA,1,0,
L,L2,121,2008,2,6.65,2.30,12.013,24.025,0,NA,NA,NA,2009,3,12.10,3.70,35.162,105.487,0,NA,NA,NA,1,0,
L,L2,166,2008,2,9.80,2.10,16.163,32.327,0,NA,NA,NA,2009,3,10.23,3.40,27.327,81.980,0,NA,NA,NA,1,0,
L,L2,178,2008,2,8.20,1.25,8.050,16.101,0,NA,NA,NA,2009,3,12.33,2.53,24.539,73.618,0,NA,NA,NA,1,0,
L,L2,186,2008,2,13.55,2.20,23.413,46.825,0,NA,NA,NA,2009,3,11.53,2.47,22.344,67.031,0,NA,NA,NA,1,0,
L,L2,208,2008,2,9.75,2.95,22.590,45.180,0,NA,NA,NA,2009,3,11.07,3.23,28.103,84.310,0,NA,NA,NA,1,0,
L,L2,216,2008,2,10.95,2.35,20.210,40.421,0,NA,NA,NA,2009,3,11.03,2.50,21.664,64.992,0,NA,NA,NA,1,0,
L,L2,219,2008,2,11.95,2.25,21.117,42.235,0,NA,NA,NA,2009,3,12.77,3.33,33.423,100.269,0,NA,NA,NA,1,0,
L,L2,226,2008,2,9.45,3.35,24.864,49.727,0,NA,NA,NA,2009,3,7.50,3.20,18.850,56.549,0,NA,NA,NA,1,0,
L,L2,229,2008,2,13.45,2.60,27.465,54.931,0,NA,NA,NA,2009,3,15.30,3.63,43.660,130.981,0,NA,NA,NA,1,0,
L,L2,235,2008,2,14.85,3.45,40.238,80.476,0,NA,NA,NA,2009,3,14.00,3.77,41.417,124.250,0,NA,NA,NA,1,0,
L,L2,240,2008,2,9.35,1.20,8.812,17.624,0,NA,NA,NA,2009,3,9.27,1.87,13.586,40.757,0,NA,NA,NA,1,0,
L,L2,244,2008,2,9.25,1.60,11.624,23.248,0,NA,NA,NA,2009,3,12.13,2.47,23.506,70.518,0,NA,NA,NA,1,0,
L,L2,249,2008,2,9.60,2.25,16.965,33.929,0,NA,NA,NA,2009,3,10.27,3.00,24.190,72.571,0,NA,NA,NA,1,0,
L,L2,259,2008,2,7.30,1.15,6.593,13.187,0,NA,NA,NA,2009,3,9.70,2.13,16.253,48.758,0,NA,NA,NA,1,0,
L,L2,82,2009,2,9.50,2.95,22.011,44.022,0,NA,NA,NA,2010,3,8.47,3.17,21.057,63.172,0,NA,NA,NA,1,0,
L,L2,207,2009,2,10.20,2.45,19.627,39.254,0,NA,NA,NA,2010,3,10.37,2.73,22.255,66.764,1,32,21,3,1,0,
L,L2,214,2009,2,17.35,2.95,40.199,80.397,0,NA,NA,NA,2010,3,13.97,2.87,31.446,94.337,0,NA,NA,NA,1,0,
L,L2,234,2009,2,10.75,3.00,25.329,50.658,0,NA,NA,NA,2010,3,12.10,3.20,30.411,91.232,0,NA,NA,NA,1,0,
L,L2,239,2009,2,9.65,2.10,15.916,31.832,0,NA,NA,NA,2010,3,11.10,2.53,22.085,66.256,0,NA,NA,NA,1,0,
L,L2,242,2009,2,8.65,2.30,15.625,31.251,0,NA,NA,NA,2010,3,8.47,2.20,14.629,43.888,0,NA,NA,NA,1,0,
L,L2,245,2009,2,10.10,2.55,20.228,40.456,0,NA,NA,NA,2010,3,11.70,2.40,22.054,66.162,0,NA,NA,NA,1,0,
L,L2,258,2009,2,9.80,2.20,16.933,33.866,0,NA,NA,NA,2010,3,11.23,2.70,23.821,71.463,0,NA,NA,NA,1,0,
L,L2,265,2009,2,12.65,2.70,26.825,53.651,0,NA,NA,NA,2010,3,9.73,3.47,26.501,79.503,0,NA,NA,NA,1,0,
L,L2,268,2009,2,7.65,1.70,10.214,20.428,0,NA,NA,NA,2010,3,10.20,2.53,20.295,60.884,0,NA,NA,NA,1,0,
L,L2,276,2009,2,7.75,1.50,9.130,18.261,0,NA,NA,NA,2010,3,6.87,1.77,9.528,28.583,0,NA,NA,NA,1,0,
L,L2,280,2009,2,8.20,1.50,9.660,19.321,0,NA,NA,NA,2010,3,8.13,2.30,14.692,44.077,0,NA,NA,NA,1,0,
L,L2,284,2009,2,10.20,2.25,18.025,36.050,0,NA,NA,NA,2010,3,10.57,2.53,21.024,63.073,0,NA,NA,NA,1,0,
L,L2,286,2009,2,10.95,1.95,16.770,33.540,0,NA,NA,NA,2010,3,9.77,2.30,17.643,52.928,0,NA,NA,NA,1,0,
L,L2,288,2009,2,11.70,2.55,23.432,46.865,0,NA,NA,NA,2010,3,10.63,3.03,25.333,75.998,1,31,44,4,1,0,
L,L2,291,2009,2,12.30,2.90,28.015,56.030,0,NA,NA,NA,2010,3,11.77,2.77,25.568,76.705,0,NA,NA,NA,1,0,
L,L2,303,2009,2,8.20,1.25,8.050,16.101,0,NA,NA,NA,2010,3,10.23,2.03,16.342,49.027,0,NA,NA,NA,1,0,
L,L2,217,2010,2,8.95,1.95,13.707,27.414,0,NA,NA,NA,2011,3,7.33,1.70,9.791,29.374,0,NA,NA,NA,1,0,
L,L2,218,2010,2,10.77,2.23,18.885,37.771,0,NA,NA,NA,2011,3,9.07,2.33,16.616,49.847,0,NA,NA,NA,1,0,
L,L2,250,2010,2,10.10,2.35,18.641,37.283,0,NA,NA,NA,2011,3,7.13,2.07,11.579,34.736,0,NA,NA,NA,1,0,
L,L2,253,2010,2,11.00,2.15,18.575,37.149,0,NA,NA,NA,2011,3,8.97,2.00,14.085,42.254,0,NA,NA,NA,1,0,
L,L2,273,2010,2,13.05,2.85,29.211,58.422,0,NA,NA,NA,2011,3,11.57,2.23,20.289,60.866,0,NA,NA,NA,1,0,
L,L2,278,2010,2,10.80,2.10,17.813,35.626,0,NA,NA,NA,2011,3,8.97,2.20,15.493,46.480,0,NA,NA,NA,1,0,
L,L2,282,2010,2,9.40,2.55,18.826,37.652,0,NA,NA,NA,2011,3,9.93,2.73,21.324,63.973,0,NA,NA,NA,1,0,
L,L2,293,2010,2,9.30,2.40,17.530,35.060,0,NA,NA,NA,2011,3,6.93,1.33,7.261,21.782,0,NA,NA,NA,1,0,
L,L2,297,2010,2,11.15,2.35,20.579,41.159,0,NA,NA,NA,2011,3,8.27,2.07,13.418,40.254,0,NA,NA,NA,1,0,
L,L2,333,2010,2,11.15,2.45,21.455,42.910,0,NA,NA,NA,2011,3,10.40,3.03,24.777,74.330,0,NA,NA,NA,1,0,
L,L2,334,2010,2,8.40,2.25,14.844,29.688,0,NA,NA,NA,2011,3,10.43,2.77,22.671,68.013,0,NA,NA,NA,1,0,
L,L2,341,2010,2,9.20,2.80,20.232,40.464,0,NA,NA,NA,2011,3,7.97,2.20,13.765,41.296,0,NA,NA,NA,1,0,
L,L2,344,2010,2,13.00,3.35,34.204,68.408,0,NA,NA,NA,2011,3,9.93,3.13,24.445,73.335,0,NA,NA,NA,1,0,
L,L2,352,2010,2,9.00,1.75,12.370,24.740,0,NA,NA,NA,2011,3,7.87,1.93,11.945,35.835,0,NA,NA,NA,1,0,
L,L2,356,2010,2,9.90,2.55,19.827,39.655,0,NA,NA,NA,2011,3,6.93,2.07,11.254,33.762,0,NA,NA,NA,1,0,
L,L2,361,2010,2,9.00,2.25,15.904,31.809,0,NA,NA,NA,2011,3,8.47,2.47,16.403,49.208,0,NA,NA,NA,1,0,
L,L2,204,2011,2,8.20,2.75,17.711,35.421,0,NA,NA,NA,2012,3,6.50,1.77,9.019,27.057,0,NA,NA,NA,1,0,
L,L2,317,2011,2,7.35,2.50,14.432,28.863,0,NA,NA,NA,2012,3,8.83,1.97,13.644,40.932,0,NA,NA,NA,1,0,
L,L2,328,2011,2,6.75,1.50,7.952,15.904,0,NA,NA,NA,2012,3,6.63,1.67,8.683,26.049,0,NA,NA,NA,1,0,
L,L2,347,2011,2,9.35,2.25,16.523,33.046,0,NA,NA,NA,2012,3,10.63,2.80,23.384,70.152,0,NA,NA,NA,1,0,
L,L2,349,2011,2,8.75,2.05,14.088,28.176,0,NA,NA,NA,2012,3,11.23,2.87,25.292,75.875,0,NA,NA,NA,1,0,
L,L2,365,2011,2,6.75,1.95,10.338,20.676,0,NA,NA,NA,2012,3,6.07,1.97,9.371,28.112,0,NA,NA,NA,1,0,
L,L2,369,2011,2,8.55,1.25,8.394,16.788,0,NA,NA,NA,2012,3,8.40,1.60,10.556,31.667,0,NA,NA,NA,1,0,
L,L2,397,2011,2,8.25,2.30,14.903,29.806,0,NA,NA,NA,2012,3,11.47,2.40,21.614,64.842,0,NA,NA,NA,1,0,
L,L2,407,2011,2,6.10,0.95,4.551,9.103,0,NA,NA,NA,2012,3,5.77,1.60,7.247,21.740,0,NA,NA,NA,1,0,
L,L2,426,2011,2,8.50,2.15,14.353,28.706,0,NA,NA,NA,2012,3,10.13,2.53,20.162,60.486,0,NA,NA,NA,1,0,
L,L2,427,2011,2,7.30,2.85,16.340,32.680,0,NA,NA,NA,2012,3,11.30,3.00,26.625,79.875,0,NA,NA,NA,1,0,
L,L2,211,2012,2,10.70,1.25,10.505,21.009,0,NA,NA,NA,2013,3,10.07,2.23,17.657,52.972,0,NA,NA,NA,1,0,
L,L2,217,2012,2,8.70,2.75,18.791,37.581,0,NA,NA,NA,2013,3,8.03,2.90,18.297,54.891,0,NA,NA,NA,1,0,
L,L2,227,2012,2,9.80,1.60,12.315,24.630,0,NA,NA,NA,2013,3,9.67,2.33,17.715,53.145,0,NA,NA,NA,1,0,
L,L2,242,2012,2,9.35,2.55,18.726,37.452,0,NA,NA,NA,2013,3,11.07,2.53,22.019,66.057,0,NA,NA,NA,1,0,
L,L2,261,2012,2,4.00,1.70,5.341,10.681,0,NA,NA,NA,2013,3,10.40,2.57,20.965,62.895,0,NA,NA,NA,1,0,
L,L2,266,2012,2,11.60,2.50,22.777,45.553,0,NA,NA,NA,2013,3,13.03,3.43,35.145,105.434,0,NA,NA,NA,1,0,
L,L2,275,2012,2,7.80,2.55,15.622,31.243,0,NA,NA,NA,2013,3,8.63,2.17,14.691,44.074,0,NA,NA,NA,1,0,
L,L2,283,2012,2,9.95,2.15,16.802,33.603,0,NA,NA,NA,2013,3,9.77,2.47,18.921,56.763,0,NA,NA,NA,1,0,
L,L2,303,2012,2,11.50,2.40,21.677,43.354,0,NA,NA,NA,2013,3,8.10,2.30,14.632,43.896,0,NA,NA,NA,1,0,
L,L2,320,2012,2,13.80,3.05,33.057,66.115,0,NA,NA,NA,2013,3,13.00,3.23,33.013,99.039,0,NA,NA,NA,1,0,
