light,site,individual,begin.year,number.leaves,av.leaf.length,av.leaf.width,av.leaf.area,total.leaf.area,flowering,inflorescence.height,number.flowers,number.fruits,end.year,end.number.leaves,end.av.leaf.length,end.av.leaf.width,end.av.leaf.area,end.total.leaf.area,end.flowering,end.inflorescence.height,end.number.flowers,end.number.fruits,survival,dormant,comments
L,L2,81,2010,6,11.23,3.53,31.173,187.040,1,32,25,1,2011,5,12.47,4.33,42.429,212.145,1,34,38,3,1,0,
L,L2,83,2010,6,13.45,4.07,42.959,257.752,0,NA,NA,NA,2011,5,9.93,4.30,33.547,167.735,1,39,42,0,1,0,
L,L2,98,2010,6,12.70,4.47,44.553,267.318,1,37,44,21,2011,5,10.53,4.30,35.573,177.867,1,32,52,0,1,0,
L,L2,109,2010,6,15.73,4.23,52.311,313.866,1,50,44,7,2011,5,15.00,5.10,60.083,300.415,1,48,48,3,1,0,
L,L2,111,2010,6,12.77,3.17,31.752,190.511,1,37,40,5,2011,5,12.60,3.03,30.018,150.090,1,32,36,1,1,0,
L,L2,154,2010,6,12.53,3.33,32.812,196.873,1,42,71,0,2011,5,9.93,2.63,20.544,102.721,1,33,44,0,1,0,
L,L2,157,2010,6,13.67,4.73,50.807,304.839,1,47,47,5,2011,5,12.10,4.97,47.200,235.999,1,47,51,3,1,0,
L,L2,162,2010,6,11.27,5.73,50.733,304.399,1,35,46,12,2011,5,9.03,4.67,33.109,165.544,1,28,43,4,1,0,
L,L2,166,2010,6,10.37,4.03,32.839,197.035,1,33,35,3,2011,5,10.47,3.07,25.210,126.048,0,NA,NA,NA,1,0,
L,L2,179,2010,6,13.30,3.77,39.346,236.075,0,NA,NA,NA,2011,5,11.47,4.20,37.825,189.124,1,35,32,0,1,0,
L,L2,181,2010,6,13.13,3.43,35.414,212.487,1,36,42,1,2011,5,11.17,3.97,34.789,173.944,1,40,48,2,1,0,
L,L2,182,2010,6,13.90,4.77,52.038,312.227,1,44,61,8,2011,5,12.90,5.00,50.658,253.291,1,45,52,3,1,0,
L,L2,228,2010,6,10.93,3.10,26.620,159.719,1,33,37,2,2011,5,10.20,2.93,23.499,117.496,1,28,27,3,1,0,
L,L2,241,2010,6,11.33,3.83,34.121,204.727,1,30,39,0,2011,5,13.13,4.13,42.635,213.175,1,29,37,4,1,0,
L,L2,80,2011,6,9.90,4.23,32.916,197.496,1,35,48,6,2012,5,13.33,4.13,43.284,216.421,0,NA,NA,NA,1,0,
L,L2,97,2011,6,10.53,3.93,32.540,195.240,1,38,57,3,2012,5,10.43,3.27,26.768,133.841,1,32,51,2,1,0,
L,L2,102,2011,6,12.17,4.03,38.541,231.247,1,33,41,1,2012,5,16.30,4.40,56.329,281.644,0,NA,NA,NA,1,0,
L,L2,107,2011,6,13.03,4.40,45.040,270.240,1,40,46,4,2012,5,11.87,3.10,28.892,144.461,1,34,32,3,1,0,
L,L2,134,2011,6,13.13,4.80,49.512,297.069,1,41,43,13,2012,5,14.30,3.87,43.427,217.136,0,NA,NA,NA,1,0,
L,L2,136,2011,6,9.70,3.93,29.966,179.793,1,38,64,6,2012,5,12.73,2.87,28.669,143.344,0,NA,NA,NA,1,0,
L,L2,150,2011,6,12.40,4.17,40.579,243.473,1,41,43,6,2012,5,12.80,4.27,42.893,214.466,0,NA,NA,NA,1,0,
L,L2,163,2011,6,13.67,3.60,38.642,231.850,1,31,42,3,2012,5,13.43,3.50,36.927,184.634,0,NA,NA,NA,1,0,
L,L2,190,2011,6,9.00,4.63,32.751,196.507,1,33,42,3,2012,5,11.43,4.90,44.001,220.003,0,NA,NA,NA,1,0,
L,L2,192,2011,6,7.37,3.57,20.636,123.815,1,36,34,1,2012,5,10.27,3.13,25.265,126.327,1,40,36,3,1,0,
L,L2,203,2011,6,13.87,4.27,46.468,278.806,1,38,46,3,2012,5,14.97,3.23,38.007,190.036,0,NA,NA,NA,1,0,
L,L2,246,2011,6,10.73,3.90,32.877,197.261,1,37,52,0,2012,5,11.63,2.83,25.888,129.438,1,38,49,6,1,0,
L,L2,306,2011,6,13.57,5.83,62.156,372.933,1,31,40,0,2012,5,12.00,5.70,53.721,268.606,0,NA,NA,NA,1,0,
L,L2,6,2012,6,12.27,3.23,31.151,186.904,1,33,27,7,2013,5,12.60,3.60,35.626,178.128,1,31,25,2,1,0,
L,L2,13,2012,6,14.23,4.10,45.833,274.999,0,NA,NA,NA,2013,5,12.00,3.87,36.442,182.212,1,29,23,0,1,0,
L,L2,22,2012,6,17.33,5.90,80.320,481.920,1,45,30,1,2013,5,16.70,6.10,80.009,400.043,1,56,61,13,1,0,
L,L2,24,2012,6,12.20,3.33,31.940,191.637,0,NA,NA,NA,2013,5,12.37,3.97,38.527,192.636,1,32,34,1,1,0,
L,L2,25,2012,6,13.33,4.40,46.077,276.460,0,NA,NA,NA,2013,5,14.07,4.83,53.398,266.992,1,41,52,2,1,0,
L,L2,52,2012,6,14.03,6.73,74.213,445.279,1,42,37,7,2013,5,12.57,6.77,66.786,333.929,1,41,49,4,1,0,
L,L2,53,2012,6,14.97,4.07,47.803,286.817,1,44,39,15,2013,5,13.20,3.87,40.087,200.434,1,37,39,2,1,0,
L,L2,96,2012,6,14.07,4.27,47.138,282.827,1,43,59,4,2013,5,13.53,4.30,45.705,228.525,1,44,59,12,1,0,
L,L2,101,2012,6,14.50,3.70,42.137,252.820,0,NA,NA,NA,2013,5,13.27,4.17,43.415,217.075,1,42,42,10,1,0,
L,L2,132,2012,6,13.87,5.23,56.995,341.973,1,46,47,10,2013,5,12.20,4.43,42.480,212.398,1,38,30,2,1,0,
L,L2,146,2012,6,11.87,4.03,37.591,225.545,0,NA,NA,NA,2013,5,11.87,4.80,44.736,223.681,1,38,57,12,1,0,
L,L2,151,2012,6,14.60,4.93,56.570,339.418,0,NA,NA,NA,2013,5,15.47,4.60,55.878,279.392,1,48,72,1,1,0,
L,L2,164,2012,6,15.20,4.97,59.292,355.754,1,53,62,13,2013,5,17.17,5.60,75.503,377.515,1,47,64,10,1,0,
L,L2,171,2012,6,14.07,4.47,49.347,296.085,0,NA,NA,NA,2013,5,14.10,5.93,65.706,328.532,1,43,50,0,1,0,
L,L2,175,2012,6,10.70,3.83,32.214,193.286,1,38,43,8,2013,5,11.17,3.47,30.404,152.018,1,29,40,2,1,0,
L,L2,199,2012,6,14.97,4.83,56.815,340.889,1,36,49,5,2013,5,11.20,5.00,43.982,219.911,1,37,66,4,1,0,
L,L2,224,2012,6,11.73,4.00,36.861,221.168,0,NA,NA,NA,2013,5,15.23,4.43,53.041,265.207,1,42,62,6,1,0,
L,L2,237,2012,6,13.47,4.20,44.422,266.533,0,NA,NA,NA,2013,5,11.53,4.47,40.460,202.301,1,35,49,10,1,0,
L,L2,338,2012,6,9.30,3.33,24.347,146.084,1,25,11,2,2013,5,11.37,3.37,30.055,150.277,1,39,29,0,1,0,
S,S1a,28,2003,6,16.20,4.70,59.800,358.801,1,35,32,6,2004,5,16.07,4.53,57.205,286.025,0,NA,NA,NA,1,0,
S,S1a,34,2003,6,18.60,3.63,53.077,318.463,1,42,34,0,2004,5,20.37,3.80,60.785,303.923,0,NA,NA,NA,1,0,
S,S1b,53,2003,6,16.07,5.30,66.879,401.276,1,NA,NA,NA,2004,5,17.53,4.70,64.722,323.610,0,NA,NA,NA,1,0,
S,S1a,4,2004,6,15.33,2.87,34.523,207.136,0,NA,NA,NA,2005,5,15.30,3.47,41.658,208.288,0,NA,NA,NA,1,0,
S,S1a,26,2004,6,16.77,4.47,58.819,352.916,0,NA,NA,NA,2005,5,17.00,4.93,65.869,329.344,1,34.1,28,1,1,0,
S,S1b,56,2004,6,15.93,5.13,64.239,385.432,1,34,34,0,2005,5,17.00,3.63,48.511,242.557,0,NA,NA,NA,1,0,
S,S1b,71,2004,6,20.80,4.30,70.246,421.476,1,35,33,2,2005,5,21.63,3.33,56.636,283.180,0,NA,NA,NA,1,0,
S,S1a,1,2005,6,13.30,4.90,51.184,307.106,0,NA,NA,NA,2006,5,12.53,4.63,45.609,228.045,0,NA,NA,NA,1,0,
S,S1a,3,2005,6,14.07,4.17,46.033,276.198,1,31,26,0,2006,5,14.10,3.63,40.236,201.180,0,NA,NA,NA,1,0,
S,S1a,21,2006,6,16.43,4.20,54.208,325.249,1,35,30,2,2007,5,15.67,3.83,47.168,235.838,0,NA,NA,NA,1,0,
S,S1b,57,2006,6,21.33,4.43,74.281,445.687,0,NA,NA,NA,2007,5,17.47,4.90,67.220,336.098,0,NA,NA,NA,1,0,
S,S1b,69,2006,6,16.73,5.63,74.035,444.211,1,43,NA,NA,2007,5,17.30,3.87,52.538,262.690,0,NA,NA,NA,1,0,
S,S1a,10,2007,6,15.63,4.27,52.388,314.327,1,40,49,4,2008,5,15.10,3.77,44.671,223.354,0,NA,NA,NA,1,0,
S,S1a,24,2008,6,12.77,3.93,39.439,236.635,1,35,35,2,2009,5,13.03,3.43,35.145,175.724,0,NA,NA,NA,1,0,
S,S1a,28,2008,6,12.73,4.97,49.670,298.022,1,40,37,9,2009,5,14.63,4.50,51.718,258.592,0,NA,NA,NA,1,0,
S,S1b,76,2008,6,15.77,4.90,60.677,364.063,1,38,24,12,2009,5,14.87,4.47,52.154,260.770,0,NA,NA,NA,1,0,
S,S1b,81,2008,6,15.80,4.10,50.878,305.269,1,43,NA,NA,2009,5,17.40,4.30,58.763,293.817,0,NA,NA,NA,1,0,
S,S1b,82,2008,6,21.23,4.03,67.262,403.574,1,46,31,25,2009,5,19.90,4.83,75.542,377.711,1,37,NA,NA,1,0,
S,S1a,8,2009,6,14.13,3.43,38.111,228.666,1,31,27,2,2010,5,13.50,3.10,32.869,164.345,1,29,23,0,1,0,
S,S1a,30,2009,6,19.23,4.67,70.494,422.963,1,41,43,2,2010,5,14.53,4.30,49.082,245.411,1,49,41,6,1,0,
S,S1a,39,2009,6,14.90,4.73,55.392,332.349,1,41,41,13,2010,5,14.03,3.87,42.617,213.087,1,37,33,8,1,0,
S,S1b,69,2009,6,18.57,6.30,91.868,551.208,1,42,NA,NA,2010,5,19.13,5.07,76.138,380.691,1,24,22,0,1,0,
S,S1b,71,2009,6,22.33,4.27,74.840,449.038,1,40,NA,NA,2010,5,20.57,3.90,62.997,314.984,0,NA,NA,NA,1,0,
S,S1b,72,2009,6,18.53,5.20,75.691,454.149,1,47,NA,NA,2010,5,12.50,3.97,38.943,194.713,1,20,25,0,1,0,
S,S1b,84,2009,6,19.60,5.13,79.022,474.129,1,51,NA,NA,2010,5,18.17,4.17,59.450,297.251,0,NA,NA,NA,1,0,
S,S1a,22,2010,6,14.80,4.90,56.957,341.742,1,43,27,3,2011,5,18.60,5.20,75.964,379.819,1,NA,NA,NA,1,0,
S,S1a,23,2010,6,12.90,3.90,39.513,237.080,0,NA,NA,NA,2011,5,13.90,4.80,52.402,262.009,1,40,19,3,1,0,
S,S1b,59,2010,6,16.10,4.60,58.167,349.000,1,32,42,0,2011,5,19.07,4.27,63.893,319.465,0,NA,NA,NA,1,0,
S,S1b,70,2010,6,17.60,4.33,59.900,359.398,0,NA,NA,NA,2011,5,13.27,3.73,38.900,194.499,0,NA,NA,NA,1,0,
S,S1a,14,2011,6,14.00,4.30,47.281,283.686,1,29,32,0,2012,5,11.33,3.97,35.308,176.540,0,NA,NA,NA,1,0,
S,S1a,29,2011,6,19.87,6.00,93.619,561.717,0,NA,NA,NA,2012,5,18.77,6.30,92.858,464.288,1,42,14,2,1,0,
S,S1a,30,2011,6,16.13,4.50,57.020,342.119,1,50,32,8,2012,5,12.43,3.70,36.131,180.655,0,NA,NA,NA,1,0,
S,S1a,31,2011,6,12.63,4.13,41.012,246.070,1,38,35,3,2012,5,11.87,3.80,35.416,177.081,0,NA,NA,NA,1,0,
S,S1a,39,2011,6,14.00,3.90,42.883,257.296,1,34,29,0,2012,5,13.60,4.00,42.726,213.628,1,29,13,2,1,0,
S,S1a,26,2012,6,16.57,5.70,74.165,444.991,1,52,25,8,2013,5,17.93,5.70,80.283,401.417,1,48,37,1,1,0,
S,S1a,28,2012,6,13.77,5.20,56.224,337.344,0,NA,NA,NA,2013,5,15.90,7.10,88.664,443.318,1,48,51,16,1,0,
S,S1a,43,2012,6,13.80,4.67,50.580,303.478,0,NA,NA,NA,2013,5,15.37,6.17,74.425,372.126,1,46,NA,NA,1,0,
S,S1b,86,2012,6,14.27,3.90,43.700,262.197,0,NA,NA,NA,2013,5,16.10,4.30,54.373,271.866,0,NA,NA,NA,1,0,
S,S2,3,2009,6,15.83,3.63,45.182,271.093,1,40,NA,NA,2010,5,18.43,5.33,77.213,386.067,1,28,16,0,1,0,
S,S2,5,2004,6,19.40,4.67,71.105,426.628,1,42,40,0,2005,5,20.73,4.70,76.534,382.672,1,37,NA,NA,1,0,
S,S2,7,2004,6,18.10,5.20,73.922,443.530,1,44,35,0,2005,5,18.27,5.60,80.341,401.705,1,39,34,4,1,0,
S,S2,9,2004,6,17.97,5.30,74.788,448.729,1,52,55,7,2005,5,16.27,3.60,45.993,229.965,0,NA,NA,NA,1,0,
S,S2,12,2004,6,12.80,3.87,38.872,233.232,1,41,43,3,2005,5,10.47,2.97,24.387,121.937,0,NA,NA,NA,1,0,
S,S2,13,2004,6,18.47,3.00,43.511,261.066,0,NA,NA,NA,2005,5,20.67,4.10,66.549,332.747,0,NA,NA,NA,1,0,
S,S2,14,2003,6,20.73,5.23,85.219,511.315,1,43,39,0,2004,5,22.43,4.70,82.810,414.049,0,NA,NA,NA,1,0,
S,S2,16,2004,6,17.97,5.23,73.847,443.085,1,38,31,0,2005,5,19.33,5.03,76.428,382.140,0,NA,NA,NA,1,0,
S,S2,19,2009,6,14.83,5.50,64.075,384.452,1,43,49,0,2010,5,14.43,5.27,59.702,298.512,0,37,38,0,1,0,
S,S2,22,2006,6,15.93,3.37,42.131,252.783,1,38,NA,NA,2007,5,14.57,2.77,31.652,158.262,0,NA,NA,NA,1,0,
S,S2,22,2010,6,16.30,3.50,44.807,268.842,1,36,48,NA,2011,5,17.43,3.83,52.486,262.432,0,NA,NA,NA,1,0,
S,S2,23,2006,6,16.27,4.10,52.381,314.285,1,39,NA,NA,2007,5,14.80,3.80,44.171,220.854,0,NA,NA,NA,1,0,
S,S2,24,2007,6,14.70,4.37,50.415,302.488,1,NA,NA,NA,2008,5,14.97,4.30,50.546,252.728,0,NA,NA,NA,1,0,
S,S2,24,2009,6,16.93,5.00,66.497,398.982,1,42,45,1,2010,5,14.73,4.77,55.158,275.788,1,38,39,0,1,0,
S,S2,28,2008,6,19.13,4.83,72.632,435.791,1,NA,NA,NA,2009,5,18.17,4.90,69.914,349.568,1,46,38,2,1,0,
S,S2,29,2004,6,19.03,4.83,72.252,433.514,1,48,48,1,2005,5,18.17,4.03,57.548,287.739,0,NA,NA,NA,1,0,
S,S2,29,2010,6,16.60,4.63,60.408,362.446,1,43,38,0,2011,5,14.13,4.83,53.651,268.257,1,48,,,1,0,
S,S2,32,2004,6,19.50,5.57,85.255,511.530,1,44,NA,NA,2005,5,20.80,5.03,82.226,411.130,0,NA,NA,NA,1,0,
S,S2,32,2006,6,19.43,7.13,108.875,653.252,1,48,58,0,2007,5,20.07,4.60,72.497,362.487,0,NA,NA,NA,1,0,
S,S2,37,2004,6,15.43,4.57,55.354,332.124,1,39,27,1,2005,5,14.90,3.80,44.469,222.346,1,30,NA,NA,1,0,
S,S2,41,2004,6,16.67,3.87,50.615,303.687,1,34,44,0,2005,5,15.17,3.57,42.486,212.428,0,NA,NA,NA,1,0,
S,S2,46,2004,6,22.90,4.90,88.130,528.777,0,NA,NA,NA,2005,5,19.77,5.00,77.624,388.118,1,44,NA,NA,1,0,
S,S2,60,2005,6,20.83,3.50,57.269,343.612,1,39,37,0,2006,5,21.27,3.10,51.779,258.893,0,NA,NA,NA,1,0,
S,S2,60,2008,6,20.03,3.03,47.727,286.361,0,NA,NA,NA,2009,5,13.63,3.60,38.547,192.737,1,34,37,0,1,0,
L,L1,26,2004,7,14.97,6.30,74.055,518.386,1,39,43,3,2005,5,14.17,6.83,76.031,380.155,1,45,49,8,1,0,
L,L1,24,2010,7,17.10,5.37,72.076,504.532,1,32,56,4,2011,5,15.07,5.30,62.717,313.583,1,28,28,0,1,0,
L,L1,29,2010,7,19.23,4.20,63.444,444.111,1,42,33,5,2011,5,17.07,4.50,60.319,301.593,0,NA,NA,NA,1,0,
L,L1,49,2010,7,11.10,3.00,26.154,183.076,1,36,35,3,2011,5,10.93,3.27,28.051,140.255,1,38,31,1,1,0,
L,L1,36,2011,7,14.90,4.77,55.782,390.471,1,40,46,7,2012,5,15.43,3.43,41.617,208.083,0,NA,NA,NA,1,0,
L,L2,25,2004,7,13.57,4.07,43.331,303.319,1,26,29,5,2005,5,12.10,4.07,38.647,193.234,1,29,30,7,1,0,
L,L2,27,2004,7,14.70,5.30,61.190,428.333,1,44,59,17,2005,5,14.93,5.03,59.034,295.170,1,37,NA,NA,1,0,
L,L2,53,2004,7,15.17,4.53,54.000,378.003,1,42,49,15,2005,5,12.83,4.70,47.373,236.863,1,40,NA,NA,1,0,
L,L2,109,2004,7,16.57,4.47,58.118,406.824,1,44,43,17,2005,5,16.77,5.10,67.159,335.797,1,41,41,9,1,0,
L,L2,89,2006,7,14.33,5.23,58.914,412.395,1,45,44,17,2007,5,14.83,4.83,56.309,281.543,1,36,29,2,1,0,
L,L2,123,2006,7,14.53,3.80,43.375,303.624,1,43,30,1,2007,5,9.57,3.73,28.051,140.255,1,26,21,0,1,0,
L,L2,94,2007,7,15.10,4.07,48.229,337.601,1,33,37,4,2008,5,15.50,5.40,65.738,328.689,1,NA,NA,NA,1,0,
L,L2,101,2007,7,13.53,3.77,40.036,280.253,1,33,33,4,2008,5,16.53,4.47,58.001,290.004,1,NA,NA,NA,1,0,
L,L2,102,2007,7,15.63,3.93,48.295,338.065,1,36,NA,NA,2008,5,17.60,4.40,60.821,304.106,1,40,44,0,1,0,
L,L2,184,2007,7,12.83,3.90,39.309,275.164,1,32,44,1,2008,5,12.97,5.73,58.388,291.941,1,48,41,4,1,0,
L,L2,2,2009,7,9.77,3.67,28.126,196.882,1,32,NA,NA,2010,5,9.53,3.77,28.203,141.014,1,27,32,1,1,0,
L,L2,94,2009,7,14.87,6.13,71.614,501.300,1,49,51,6,2010,5,14.80,7.53,87.567,437.833,0,NA,NA,NA,1,0,
L,L2,10,2010,7,13.77,6.13,66.316,464.209,1,40,63,0,2011,5,6.80,5.63,30.086,150.430,0,NA,NA,NA,1,0,
L,L2,128,2010,7,13.30,4.17,43.524,304.669,1,38,61,1,2011,5,11.73,2.80,25.803,129.015,1,28,36,0,1,0,
L,L2,238,2010,7,15.23,6.07,72.583,508.081,1,46,42,3,2011,5,13.17,5.67,58.599,292.997,1,44,41,2,1,0,
L,L2,19,2011,7,15.27,5.27,63.150,442.047,1,46,67,6,2012,5,12.07,3.93,37.277,186.384,0,NA,NA,NA,1,0,
L,L2,27,2011,7,11.90,4.80,44.862,314.034,1,43,56,10,2012,5,12.90,4.53,45.930,229.650,1,40,33,2,1,0,
L,L2,119,2011,7,10.17,4.23,33.803,236.619,1,28,33,0,2012,5,12.33,3.77,36.486,182.431,0,NA,NA,NA,1,0,
L,L2,141,2011,7,16.03,6.73,84.790,593.529,0,NA,NA,NA,2012,5,14.83,6.20,72.230,361.152,0,NA,NA,NA,1,0,
L,L2,11,2012,7,13.60,3.60,38.453,269.172,0,NA,NA,NA,2013,5,13.17,4.30,44.467,222.333,1,33,42,4,1,0,
L,L2,165,2012,7,12.57,4.13,40.795,285.567,1,48,42,9,2013,5,13.63,4.40,47.113,235.567,1,44,45,6,1,0,
S,S1b,65,2003,7,15.80,5.23,64.942,454.594,1,33,34,14,2004,5,19.63,4.63,71.446,357.230,0,NA,NA,NA,1,0,
S,S1b,63,2004,7,18.40,6.60,95.379,667.651,1,40,41,1,2005,5,16.87,5.43,71.976,359.878,0,NA,NA,NA,1,0,
S,S1b,67,2004,7,15.33,3.93,47.368,331.578,1,36,23,0,2005,5,16.27,3.73,47.696,238.482,0,NA,NA,NA,1,0,
S,S1a,1,2008,7,14.93,5.20,60.989,426.921,1,51,37,1,2009,5,15.77,5.37,66.456,332.280,0,NA,NA,NA,1,0,
S,S1a,2,2008,7,13.27,4.87,50.709,354.962,1,49,34,5,2009,5,13.97,4.10,44.975,224.873,0,NA,NA,NA,1,0,
S,S1a,4,2011,7,13.83,3.70,40.199,281.395,1,NA,NA,NA,2012,5,13.70,3.80,40.888,204.439,0,NA,NA,NA,1,0,
S,S1a,51,2011,7,12.87,4.43,44.801,313.606,1,40,26,0,2012,5,13.87,4.00,43.563,217.817,0,NA,NA,NA,1,0,
S,S2,1,2003,7,16.57,4.07,52.913,370.392,1,31,40,2,2004,5,16.27,3.90,49.826,249.128,0,NA,NA,NA,1,0,
S,S2,3,2005,7,20.20,4.87,77.210,540.469,1,35.6,54,0,2006,5,14.80,3.03,35.259,176.296,0,NA,NA,NA,1,0,
S,S2,4,2004,7,20.17,6.50,102.953,720.668,1,46,NA,NA,2005,5,20.40,7.53,120.700,603.500,0,NA,NA,NA,1,0,
S,S2,11,2004,7,19.70,4.60,71.173,498.209,1,47,30,2,2005,5,20.50,3.77,60.646,303.229,0,NA,NA,NA,1,0,
S,S2,16,2009,7,18.30,5.57,80.009,560.060,1,54,NA,NA,2010,5,19.67,5.00,77.231,386.154,0,NA,NA,NA,1,0,
S,S2,22,2008,7,13.73,3.63,39.190,274.327,0,NA,NA,NA,2009,5,14.30,3.17,35.565,177.827,0,NA,NA,NA,1,0,
S,S2,44,2006,7,20.00,4.30,67.544,472.810,0,NA,NA,NA,2007,5,11.77,2.83,26.184,130.922,0,NA,NA,NA,1,0,
S,S2,47,2004,7,16.07,4.13,52.157,365.102,1,53,40,5,2005,5,16.43,3.10,40.011,200.054,0,NA,NA,NA,1,0,
S,S2,47,2006,7,13.60,3.77,40.233,281.633,1,39,33,2,2007,5,14.50,3.27,37.202,186.008,0,NA,NA,NA,1,0,
L,L2,123,2010,8,16.23,5.47,69.698,557.584,1,53,48,6,2011,5,13.77,5.00,54.062,270.308,1,44,42,2,1,0,
L,L2,103,2011,8,12.97,4.90,49.902,399.213,1,39,48,4,2012,5,14.33,3.87,43.529,217.643,1,40,32,8,1,0,
S,S2,22,2004,8,14.83,4.00,46.600,372.802,1,45,44,0,2005,5,16.37,3.27,41.991,209.954,0,NA,NA,NA,1,0,
L,L1,53,2009,9,19.77,7.40,114.883,1033.945,1,49,65,0,2010,5,16.87,7.37,97.587,487.933,0,NA,NA,NA,1,0,
L,L1,78,2011,0,NA,NA,NA,NA,NA,NA,NA,NA,2012,6,15.93,4.07,50.890,305.342,0,NA,NA,NA,1,0,
L,L1,3,2012,0,NA,NA,NA,NA,NA,NA,NA,NA,2013,6,17.43,3.87,52.943,317.657,1,38,31,5,1,0,
L,L2,28,2009,0,NA,NA,NA,NA,NA,NA,NA,NA,2010,6,14.57,3.30,37.754,226.525,1,27,20,3,1,0,
L,L2,179,2009,0,NA,NA,NA,NA,NA,NA,NA,NA,2010,6,13.30,3.77,39.346,236.075,0,NA,NA,NA,1,0,
L,L1,112,2012,1,9.10,0.70,5.003,5.003,0,NA,NA,NA,2013,6,15.33,5.17,62.221,373.326,1,48,42,3,1,0,
S,S2,75,2009,1,8.50,0.70,4.673,4.673,0,NA,NA,NA,2010,6,15.37,4.67,56.322,337.931,1,NA,NA,NA,1,0,
L,L2,168,2009,2,9.20,1.90,13.729,27.458,0,NA,NA,NA,2010,6,11.17,2.93,25.726,154.357,1,34,45,0,1,0,
L,L1,10,2007,3,12.60,2.97,29.358,88.075,0,NA,NA,NA,2008,6,13.77,3.40,36.762,220.571,1,42,20,2,1,0,
L,L1,83,2007,3,12.03,3.70,34.969,104.906,0,NA,NA,NA,2008,6,13.13,3.97,40.916,245.495,1,42,7,1,1,0,
L,L1,63,2010,3,9.37,2.10,15.449,46.346,0,NA,NA,NA,2011,6,13.80,3.20,34.683,208.099,1,41,26,5,1,0,
L,L1,1,2011,3,12.13,4.10,39.071,117.213,0,NA,NA,NA,2012,6,14.10,5.43,60.169,361.016,1,48,37,7,1,0,
L,L1,122,2012,3,12.30,2.13,20.609,61.827,0,NA,NA,NA,2013,6,12.93,3.73,37.923,227.535,1,33,NA,NA,1,0,
L,L2,123,2004,3,15.70,3.20,39.458,118.375,0,NA,NA,NA,2005,6,15.33,4.03,48.573,291.435,1,42,31,4,1,0,
L,L2,185,2005,3,14.00,2.80,30.788,92.363,0,NA,NA,NA,2006,6,13.90,4.17,45.488,272.926,1,36,44,2,1,0,
L,L2,120,2006,3,16.57,3.20,41.637,124.910,0,NA,NA,NA,2007,6,13.20,3.20,33.175,199.051,1,27,44,0,1,0,
L,L2,195,2006,3,12.23,2.90,27.863,83.590,0,NA,NA,NA,2007,6,12.57,3.37,33.228,199.371,1,34,30,0,1,0,
L,L2,4,2007,3,14.67,3.53,40.701,122.103,0,NA,NA,NA,2008,6,14.67,4.33,49.916,299.498,1,49,NA,NA,1,0,
#L,L2,141,2007,3,10.30,2.97,23.999,71.997,0,NA,NA,NA,2008,6,16.43,7.13,92.068,552.407,1,41,NA,NA,1,0,# outlier: why so big at once?
L,L2,69,2008,3,13.80,3.60,39.019,117.056,0,NA,NA,NA,2009,6,11.53,3.97,35.931,215.587,1,45,43,4,1,0,
L,L2,166,2009,3,10.23,3.40,27.327,81.980,0,NA,NA,NA,2010,6,10.37,4.03,32.839,197.035,1,33,35,3,1,0,
L,L2,219,2009,3,12.77,3.33,33.423,100.269,0,NA,NA,NA,2010,6,13.33,3.73,39.095,234.572,1,40,44,1,1,0,
L,L2,338,2010,3,12.00,2.93,27.646,82.938,0,NA,NA,NA,2011,6,12.17,4.07,38.860,233.159,1,38,59,5,1,0,
L,L2,174,2011,3,8.93,3.07,21.516,64.549,0,NA,NA,NA,2012,6,11.43,3.27,29.334,176.002,0,NA,NA,NA,1,0,
S,S1a,30,2007,3,14.93,3.17,37.141,111.422,0,NA,NA,NA,2008,6,15.20,4.57,54.517,327.103,1,43,35,0,1,0,
S,S1a,46,2007,3,12.17,2.17,20.704,62.112,0,NA,NA,NA,2008,6,16.60,2.97,38.678,232.069,1,41,NA,NA,1,0,
S,S1b,98,2012,3,15.17,3.57,42.486,127.457,0,NA,NA,NA,2013,6,16.00,3.60,45.239,271.434,0,NA,NA,NA,1,0,
S,S2,25,2009,3,14.60,3.27,37.458,112.375,0,NA,NA,NA,2010,6,15.73,3.90,48.192,289.152,1,36,NA,NA,1,0,
L,L1,3,2003,4,16.60,3.10,40.417,161.666,0,NA,NA,NA,2004,6,16.20,3.67,46.653,279.916,1,39,34,0,1,0,
L,L1,12,2003,4,12.40,3.83,37.333,149.330,0,NA,NA,NA,2004,6,12.00,5.30,49.951,299.708,1,31,63,12,1,0,
L,L1,31,2003,4,12.37,3.83,37.232,148.929,1,27,26,1,2004,6,12.80,4.73,47.585,285.508,1,33,42,0,1,0,
L,L1,41,2003,4,12.07,4.67,44.227,176.907,1,37,30,2,2004,6,14.40,5.13,58.057,348.340,1,45,72,6,1,0,
L,L1,72,2004,4,11.50,4.63,41.849,167.395,0,NA,NA,NA,2005,6,11.93,5.70,53.423,320.537,1,46,37,7,1,0,
L,L1,50,2006,4,12.70,4.17,41.561,166.243,0,NA,NA,NA,2007,6,11.90,4.77,44.550,267.302,1,39,60,8,1,0,
L,L1,60,2006,4,16.07,4.10,51.737,206.947,0,NA,NA,NA,2007,6,15.20,4.53,54.119,324.715,1,38,43,0,1,0,
L,L1,30,2007,4,16.03,3.43,43.234,172.938,1,33,34,1,2008,6,15.33,3.80,45.763,274.575,1,43,41,0,1,0,
