Mortality,Site,Plot,Year,Ncol,Size,Sizenext,Survnext
Massmort,Portcros,Portcros5,2000-2001,462,31,31,1
Massmort,Portcros,Portcros5,2000-2001,464,51,42,1
Massmort,Portcros,Portcros5,2000-2001,465,20,18,1
Massmort,Portcros,Portcros5,2000-2001,466,23,23,1
Massmort,Portcros,Portcros5,2000-2001,467,61,61,1
Massmort,Portcros,Portcros5,2000-2001,469,13,15,1
Massmort,Portcros,Portcros5,2000-2001,470,18,21,1
Massmort,Portcros,Portcros5,2000-2001,471,16,18,1
Massmort,Portcros,Portcros5,2000-2001,472,14,10,1
Massmort,Portcros,Portcros5,2000-2001,473,15,10,1
Massmort,Portcros,Portcros5,2000-2001,474,11,12,1
Massmort,Portcros,Portcros5,2000-2001,475,49,40,0
Massmort,Portcros,Portcros5,2000-2001,477,20,20,1
Massmort,Portcros,Portcros5,2000-2001,480,14,13,1
Massmort,Portcros,Portcros5,2000-2001,481,17,19,1
Massmort,Portcros,Portcros5,2000-2001,482,20,20,1
Massmort,Portcros,Portcros5,2000-2001,484,21,18,1
Massmort,Portcros,Portcros5,2000-2001,485,11,8,1
Massmort,Portcros,Portcros5,2000-2001,486,15.5,16,1
Massmort,Portcros,Portcros5,2000-2001,487,10,,
Massmort,Portcros,Portcros5,2000-2001,488,14,8,1
Massmort,Portcros,Portcros5,2000-2001,489,40,30,1
Massmort,Portcros,Portcros5,2000-2001,490,17,18,1
Massmort,Portcros,Portcros5,2000-2001,491,16,15,1
Massmort,Portcros,Portcros5,2000-2001,492,21,23,1
Massmort,Portcros,Portcros5,2000-2001,493,32,36,1
Massmort,Portcros,Portcros5,2000-2001,494,35,30,1
Massmort,Portcros,Portcros5,2000-2001,495,23,23,1
Massmort,Portcros,Portcros5,2000-2001,496,19,10,1
Massmort,Portcros,Portcros5,2000-2001,497,34,20,1
Massmort,Portcros,Portcros5,2000-2001,498,12.5,16,1
Massmort,Portcros,Portcros5,2000-2001,501,33,32,1
Massmort,Portcros,Portcros5,2000-2001,502,22,15,1
Massmort,Portcros,Portcros5,2000-2001,503,16,10,1
Massmort,Portcros,Portcros5,2000-2001,504,42,,0
Massmort,Portcros,Portcros5,2000-2001,505,22,23,1
Massmort,Portcros,Portcros5,2000-2001,506,14.5,22,1
Massmort,Portcros,Portcros5,2000-2001,507,26,29,1
Massmort,Portcros,Portcros5,2000-2001,508,12.5,9,1
Massmort,Portcros,Portcros5,2000-2001,509,21.5,19,1
Massmort,Portcros,Portcros5,2000-2001,510,29,29,1
Massmort,Portcros,Portcros5,2000-2001,511,30,32,1
Massmort,Portcros,Portcros5,2000-2001,512,10,,0
Massmort,Portcros,Portcros5,2000-2001,513,15,16.5,1
Massmort,Portcros,Portcros5,2000-2001,514,26,24,0
Massmort,Portcros,Portcros5,2000-2001,515,12,12,1
Massmort,Portcros,Portcros5,2000-2001,517,36,27,1
Massmort,Portcros,Portcros5,2000-2001,518,50,26,0
Massmort,Portcros,Portcros5,2000-2001,519,41,43,1
Massmort,Portcros,Portcros5,2000-2001,520,32,33,1
Massmort,Portcros,Portcros6,2000-2001,234,7,7,1
Massmort,Portcros,Portcros6,2000-2001,237,8.5,,0
Massmort,Portcros,Portcros6,2000-2001,237a,5,5,1
Massmort,Portcros,Portcros6,2000-2001,237b,,1.2,1
Massmort,Portcros,Portcros6,2000-2001,239,3.5,,0
Massmort,Portcros,Portcros6,2000-2001,239a,,0.5,1
Massmort,Portcros,Portcros6,2000-2001,239b,,0.3,1
Massmort,Portcros,Portcros6,2000-2001,240,1.5,,0
Massmort,Portcros,Portcros6,2000-2001,241,2,5,1
Massmort,Portcros,Portcros6,2000-2001,244,6,5,1
Massmort,Portcros,Portcros6,2000-2001,244a,6,6.5,1
Massmort,Portcros,Portcros6,2000-2001,244b,4,4.5,1
Massmort,Portcros,Portcros6,2000-2001,244c,3.5,4,1
Massmort,Portcros,Portcros6,2000-2001,247,1,3,1
Massmort,Portcros,Portcros6,2000-2001,248,7,7,1
Massmort,Portcros,Portcros6,2000-2001,251,4,8,1
Massmort,Portcros,Portcros6,2000-2001,252,2.5,4,1
Massmort,Portcros,Portcros6,2000-2001,253,1,1,1
Massmort,Portcros,Portcros6,2000-2001,255a,8,8,1
Massmort,Portcros,Portcros6,2000-2001,255b,6,6,1
Massmort,Portcros,Portcros6,2000-2001,256,1,2.1,1
Massmort,Portcros,Portcros6,2000-2001,261,0.3,,0
Massmort,Portcros,Portcros6,2000-2001,262,3,6,1
Massmort,Portcros,Portcros6,2000-2001,263,2,,0
Massmort,Portcros,Portcros6,2000-2001,265,6,4,1
Massmort,Portcros,Portcros6,2000-2001,266,5,3.5,1
Massmort,Portcros,Portcros6,2000-2001,269,4,3.5,1
Massmort,Portcros,Portcros6,2000-2001,270,9,11.5,1
Massmort,Portcros,Portcros6,2000-2001,273a,,3,1
Massmort,Portcros,Portcros6,2000-2001,521,41,38,1
Massmort,Portcros,Portcros6,2000-2001,522,24,25,1
Massmort,Portcros,Portcros6,2000-2001,523,20,17,1
Massmort,Portcros,Portcros6,2000-2001,524,33,25,1
Massmort,Portcros,Portcros6,2000-2001,525,16,18.2,1
Massmort,Portcros,Portcros6,2000-2001,527,18,14,1
Massmort,Portcros,Portcros6,2000-2001,528,19,6,0
Massmort,Portcros,Portcros6,2000-2001,529,19,,
Massmort,Portcros,Portcros6,2000-2001,530,25,,
Massmort,Portcros,Portcros6,2000-2001,531,20,10.5,1
Massmort,Portcros,Portcros6,2000-2001,532,13,15,1
Massmort,Portcros,Portcros6,2000-2001,533,20,13.5,1
Massmort,Portcros,Portcros6,2000-2001,534,11,13,1
Massmort,Portcros,Portcros6,2000-2001,535,78,64,1
Massmort,Portcros,Portcros6,2000-2001,538,26,19,1
Massmort,Portcros,Portcros6,2000-2001,539,13,12,1
Massmort,Portcros,Portcros6,2000-2001,540,15,14,1
Massmort,Portcros,Portcros6,2000-2001,541,50,32,1
Massmort,Portcros,Portcros6,2000-2001,543,37,31,1
Massmort,Portcros,Portcros6,2000-2001,544,39,34,1
Massmort,Portcros,Portcros6,2000-2001,545,50,48,1
Massmort,Portcros,Portcros6,2000-2001,546,14,15,1
Massmort,Portcros,Portcros6,2000-2001,547,11,13,1
Massmort,Portcros,Portcros6,2000-2001,548,40,41,1
Massmort,Portcros,Portcros6,2000-2001,552,39,36,1
Massmort,Portcros,Portcros6,2000-2001,553,40,39,1
Massmort,Portcros,Portcros6,2000-2001,555,26,,0
Massmort,Portcros,Portcros6,2000-2001,556,40,39,1
Massmort,Portcros,Portcros6,2000-2001,557,36,52,1
Massmort,Portcros,Portcros6,2000-2001,558,49,43,1
Massmort,Portcros,Portcros6,2000-2001,559,43,,0
Massmort,Portcros,Portcros6,2000-2001,563,39,,
Massmort,Portcros,Portcros6,2000-2001,565,25,21.8,1
Massmort,Portcros,Portcros6,2000-2001,566,20,19.8,1
Massmort,Portcros,Portcros6,2000-2001,567,17,,0
Massmort,Portcros,Portcros6,2000-2001,570,47,35,1
Massmort,Portcros,Portcros6,2000-2001,571,19,,0
Massmort,Portcros,Portcros6,2000-2001,573,27,,0
Massmort,Portcros,Portcros6,2000-2001,574,8,7,0
Massmort,Portcros,Portcros6,2000-2001,575,5,,0
Massmort,Portcros,Portcros6,2000-2001,576,45,29,1
Massmort,Portcros,Portcros6,2000-2001,578,7,,0
Massmort,Portcros,Portcros6,2000-2001,581,14,,0
Massmort,Portcros,Portcros6,2000-2001,582,15,12.5,1
Massmort,Portcros,Portcros6,2000-2001,584,28,26,1
Massmort,Portcros,Portcros6,2000-2001,588,27,12.5,1
Massmort,Portcros,Portcros6,2000-2001,589,10.5,11,1
Massmort,Portcros,Portcros6,2000-2001,590,17,21.5,1
Massmort,Portcros,Portcros6,2000-2001,591,47,34,1
Massmort,Portcros,Portcros6,2000-2001,592,40,33,1
Massmort,Portcros,Portcros6,2000-2001,593,10,10,1
Massmort,Portcros,Portcros6,2000-2001,594,60,42,1
Massmort,Portcros,Portcros6,2000-2001,597,25,,0
Massmort,Portcros,Portcros6,2000-2001,598,33,29,1
Massmort,Portcros,Portcros6,2000-2001,599,25,15,1
Massmort,Portcros,Portcros6,2000-2001,600,35,19,0
Massmort,Portcros,Portcros6,2000-2001,601,24,18,0
Massmort,Portcros,Portcros6,2000-2001,603,45,31,1
Massmort,Portcros,Portcros6,2000-2001,604,56,45,1
Massmort,Portcros,Portcros1,2001-2002,4,5,7.5,1
Massmort,Portcros,Portcros1,2001-2002,5,4.5,6.5,1
Massmort,Portcros,Portcros1,2001-2002,6,8,7,1
Massmort,Portcros,Portcros1,2001-2002,9,2,3.5,1
Massmort,Portcros,Portcros1,2001-2002,9a,7,8.5,1
Massmort,Portcros,Portcros1,2001-2002,10,2,,0
Massmort,Portcros,Portcros1,2001-2002,12,11,11.5,1
Massmort,Portcros,Portcros1,2001-2002,14,6,5.5,1
Massmort,Portcros,Portcros1,2001-2002,15,,1,1
Massmort,Portcros,Portcros1,2001-2002,15b,0.5,,0
Massmort,Portcros,Portcros1,2001-2002,16a,3,3.5,1
Massmort,Portcros,Portcros1,2001-2002,16b,3,3,1
Massmort,Portcros,Portcros1,2001-2002,16c,3,,0
Massmort,Portcros,Portcros1,2001-2002,16d,3.5,,0
Massmort,Portcros,Portcros1,2001-2002,17,4.5,5.5,1
Massmort,Portcros,Portcros1,2001-2002,18,6,6.5,1
Massmort,Portcros,Portcros1,2001-2002,20,4,4.5,1
Massmort,Portcros,Portcros1,2001-2002,21,9,10.5,1
Massmort,Portcros,Portcros1,2001-2002,22,7,8.5,1
Massmort,Portcros,Portcros1,2001-2002,23,3,,0
Massmort,Portcros,Portcros1,2001-2002,24,5,6,1
Massmort,Portcros,Portcros1,2001-2002,26,,0.5,1
Massmort,Portcros,Portcros1,2001-2002,26a,,0.5,1
Massmort,Portcros,Portcros1,2001-2002,26b,,0.8,1
Massmort,Portcros,Portcros1,2001-2002,26c,,2,1
Massmort,Portcros,Portcros1,2001-2002,26d,3,,0
Massmort,Portcros,Portcros1,2001-2002,29,1,4,1
Massmort,Portcros,Portcros1,2001-2002,29a,2,4,1
Massmort,Portcros,Portcros1,2001-2002,29b,,,
Massmort,Portcros,Portcros1,2001-2002,30,7,6,1
Massmort,Portcros,Portcros1,2001-2002,33,5,,0
Massmort,Portcros,Portcros1,2001-2002,34,5,5,1
Massmort,Portcros,Portcros1,2001-2002,36,2,2,1
Massmort,Portcros,Portcros1,2001-2002,38,6,6.5,1
Massmort,Portcros,Portcros1,2001-2002,39,3,,0
Massmort,Portcros,Portcros1,2001-2002,42,6,8,1
Massmort,Portcros,Portcros1,2001-2002,43,6,8,1
Massmort,Portcros,Portcros1,2001-2002,44,8.5,10,1
Massmort,Portcros,Portcros1,2001-2002,45,8,9,1
Massmort,Portcros,Portcros1,2001-2002,46,10,12,1
Massmort,Portcros,Portcros1,2001-2002,47,5,5.5,1
Massmort,Portcros,Portcros1,2001-2002,48,,0.3,1
Massmort,Portcros,Portcros1,2001-2002,48a,,0.8,1
Massmort,Portcros,Portcros1,2001-2002,48c,4,5,1
Massmort,Portcros,Portcros1,2001-2002,49,7,8,1
Massmort,Portcros,Portcros1,2001-2002,50,10,,0
Massmort,Portcros,Portcros1,2001-2002,51,7,7,1
Massmort,Portcros,Portcros1,2001-2002,53,3.2,3.5,1
Massmort,Portcros,Portcros1,2001-2002,55,4.9,,0
Massmort,Portcros,Portcros1,2001-2002,57,13.5,13,1
Massmort,Portcros,Portcros1,2001-2002,60,5,5.5,1
Massmort,Portcros,Portcros1,2001-2002,61,2.5,4,1
Massmort,Portcros,Portcros1,2001-2002,62,4,4.5,1
Massmort,Portcros,Portcros1,2001-2002,63,2,3,1
Massmort,Portcros,Portcros1,2001-2002,63a,5.5,6.5,1
Massmort,Portcros,Portcros1,2001-2002,64,0.5,0.3,1
Massmort,Portcros,Portcros1,2001-2002,64a,4,,0
Massmort,Portcros,Portcros1,2001-2002,64b,4,,0
Massmort,Portcros,Portcros1,2001-2002,64c,1,2,1
Massmort,Portcros,Portcros1,2001-2002,64d,1.5,5,1
Massmort,Portcros,Portcros1,2001-2002,64e,0.5,1.8,1
Massmort,Portcros,Portcros1,2001-2002,64f,0.5,,0
Massmort,Portcros,Portcros1,2001-2002,64g,0.5,,0
Massmort,Portcros,Portcros1,2001-2002,64h,1.5,3,1
Massmort,Portcros,Portcros1,2001-2002,64i,1,2.5,1
Massmort,Portcros,Portcros1,2001-2002,64j,0.5,1.8,1
Massmort,Portcros,Portcros1,2001-2002,64k,,0.4,1
Massmort,Portcros,Portcros1,2001-2002,64l,2.5,2.5,1
Massmort,Portcros,Portcros1,2001-2002,65a,2.5,2.5,1
Massmort,Portcros,Portcros1,2001-2002,65b,1,1,1
Massmort,Portcros,Portcros1,2001-2002,65c,0.5,0.5,1
Massmort,Portcros,Portcros1,2001-2002,65d,1.5,1.5,1
Massmort,Portcros,Portcros1,2001-2002,65f,1.5,1.5,1
Massmort,Portcros,Portcros1,2001-2002,65g,2,2,1
Massmort,Portcros,Portcros1,2001-2002,65h,1.5,1.5,1
Massmort,Portcros,Portcros1,2001-2002,65i,1.5,1.5,1
Massmort,Portcros,Portcros1,2001-2002,65j,1.5,1.5,1
Massmort,Portcros,Portcros1,2001-2002,65k,1.2,1.2,1
Massmort,Portcros,Portcros1,2001-2002,67,2,3,1
Massmort,Portcros,Portcros1,2001-2002,67a,3,3,1
Massmort,Portcros,Portcros1,2001-2002,67b,1.5,4,1
Massmort,Portcros,Portcros1,2001-2002,67c,1,,0
Massmort,Portcros,Portcros1,2001-2002,67d,2,,0
Massmort,Portcros,Portcros1,2001-2002,67e,3,4,1
Massmort,Portcros,Portcros1,2001-2002,67f,8,9,1
Massmort,Portcros,Portcros1,2001-2002,67g,3.5,4,1
Massmort,Portcros,Portcros1,2001-2002,68,1,3,1
Massmort,Portcros,Portcros1,2001-2002,68a,6.5,6.5,1
Massmort,Portcros,Portcros1,2001-2002,69,8,9,1
Massmort,Portcros,Portcros1,2001-2002,70,3,6,1
Massmort,Portcros,Portcros1,2001-2002,71,6,10,1
Massmort,Portcros,Portcros1,2001-2002,72,2.8,6,1
Massmort,Portcros,Portcros1,2001-2002,73,3,6,1
Massmort,Portcros,Portcros1,2001-2002,77,9.5,11,1
Massmort,Portcros,Portcros1,2001-2002,78,2,2.5,1
Massmort,Portcros,Portcros1,2001-2002,79b,10,11,1
Massmort,Portcros,Portcros1,2001-2002,80,,1,1
Massmort,Portcros,Portcros1,2001-2002,80a,,2,1
Massmort,Portcros,Portcros1,2001-2002,80b,,3,1
Massmort,Portcros,Portcros1,2001-2002,80c,9,,0
Massmort,Portcros,Portcros1,2001-2002,82,10,11,1
Massmort,Portcros,Portcros1,2001-2002,84,4.6,5,1
Massmort,Portcros,Portcros1,2001-2002,88,3.5,3.5,1
Massmort,Portcros,Portcros1,2001-2002,89,4,4,1
Massmort,Portcros,Portcros1,2001-2002,90,8,8,1
Massmort,Portcros,Portcros1,2001-2002,91,3,4,1
Massmort,Portcros,Portcros1,2001-2002,2,12,17.5,1
Massmort,Portcros,Portcros1,2001-2002,3,23,25,1
Massmort,Portcros,Portcros1,2001-2002,4,26.5,27,1
Massmort,Portcros,Portcros1,2001-2002,7,12,12,1
Massmort,Portcros,Portcros1,2001-2002,8,11,11.5,1
Massmort,Portcros,Portcros1,2001-2002,9,7.5,7,1
Massmort,Portcros,Portcros1,2001-2002,10,20,21.5,1
Massmort,Portcros,Portcros1,2001-2002,13,48,47,1
Massmort,Portcros,Portcros1,2001-2002,14,31,32,1
Massmort,Portcros,Portcros1,2001-2002,15,29,30,1
Massmort,Portcros,Portcros1,2001-2002,16,12,13,1
Massmort,Portcros,Portcros1,2001-2002,17,20,20,1
Massmort,Portcros,Portcros1,2001-2002,18,14.5,15,1
Massmort,Portcros,Portcros1,2001-2002,20,38,38.5,1
Massmort,Portcros,Portcros1,2001-2002,26,16,16.5,1
Massmort,Portcros,Portcros1,2001-2002,27,11,13,1
Massmort,Portcros,Portcros1,2001-2002,28,14,21,1
Massmort,Portcros,Portcros1,2001-2002,30,41,43.5,1
Massmort,Portcros,Portcros1,2001-2002,31,34,,0
Massmort,Portcros,Portcros1,2001-2002,33,14,13,1
Massmort,Portcros,Portcros1,2001-2002,37,20,16,1
Massmort,Portcros,Portcros1,2001-2002,40,25,26,1
Massmort,Portcros,Portcros1,2001-2002,41,48,,0
Massmort,Portcros,Portcros1,2001-2002,42,24,8,0
Massmort,Portcros,Portcros1,2001-2002,43,39.5,41,1
Massmort,Portcros,Portcros1,2001-2002,45,21,22,1
Massmort,Portcros,Portcros1,2001-2002,48,34,37,1
Massmort,Portcros,Portcros1,2001-2002,49,20,20,1
Massmort,Portcros,Portcros1,2001-2002,50,8.5,10,1
Massmort,Portcros,Portcros1,2001-2002,52,16,18,1
Massmort,Portcros,Portcros1,2001-2002,53,19,21,1
Massmort,Portcros,Portcros1,2001-2002,56,22,23,1
Massmort,Portcros,Portcros1,2001-2002,57,13,,0
Massmort,Portcros,Portcros1,2001-2002,60,13.5,17,1
Massmort,Portcros,Portcros1,2001-2002,61,17.5,17.5,1
Massmort,Portcros,Portcros1,2001-2002,62,31.5,31,1
Massmort,Portcros,Portcros1,2001-2002,63,26,28,1
Massmort,Portcros,Portcros1,2001-2002,64,9,10,1
Massmort,Portcros,Portcros1,2001-2002,65,20,19,1
Massmort,Portcros,Portcros1,2001-2002,66,9.5,10,1
Massmort,Portcros,Portcros1,2001-2002,67,15.5,17,1
Massmort,Portcros,Portcros1,2001-2002,68,24,23,1
Massmort,Portcros,Portcros1,2001-2002,70,26.5,27.8,1
Massmort,Portcros,Portcros1,2001-2002,71,46,44,1
Massmort,Portcros,Portcros1,2001-2002,73,24,,0
Massmort,Portcros,Portcros1,2001-2002,74,22.5,23,1
Massmort,Portcros,Portcros1,2001-2002,75,31,30,1
Massmort,Portcros,Portcros1,2001-2002,76,8,12,1
Massmort,Portcros,Portcros1,2001-2002,77,40,39,1
Massmort,Portcros,Portcros1,2001-2002,80,28.5,30,1
Massmort,Portcros,Portcros1,2001-2002,81,30,31.5,1
Massmort,Portcros,Portcros1,2001-2002,83,17,19,1
Massmort,Portcros,Portcros1,2001-2002,85,20,25,1
Massmort,Portcros,Portcros1,2001-2002,86,15,18.5,1
Massmort,Portcros,Portcros1,2001-2002,87,35,,0
Massmort,Portcros,Portcros1,2001-2002,88,12,15,1
Massmort,Portcros,Portcros1,2001-2002,89,16,15,1
Massmort,Portcros,Portcros1,2001-2002,91,20,17.5,1
Massmort,Portcros,Portcros1,2001-2002,92,27,27.5,1
Massmort,Portcros,Portcros1,2001-2002,94,38,39,1
Massmort,Portcros,Portcros1,2001-2002,95,70,65,1
Massmort,Portcros,Portcros1,2001-2002,96,7,8,1
Massmort,Portcros,Portcros1,2001-2002,97,22,24,1
Massmort,Portcros,Portcros1,2001-2002,100,19,,0
Massmort,Portcros,Portcros1,2001-2002,102,24,24.5,1
Massmort,Portcros,Portcros1,2001-2002,103,34,35,1
Massmort,Portcros,Portcros1,2001-2002,104,44,44,1
Massmort,Portcros,Portcros1,2001-2002,105,21,21,1
Massmort,Portcros,Portcros1,2001-2002,106,16.5,16.5,1
Massmort,Portcros,Portcros1,2001-2002,107,21.5,23.5,1
Massmort,Portcros,Portcros1,2001-2002,108,25,26,1
Massmort,Portcros,Portcros1,2001-2002,111,20,21,1
Massmort,Portcros,Portcros1,2001-2002,113,22,22,1
Massmort,Portcros,Portcros1,2001-2002,115,16,18,1
Massmort,Portcros,Portcros1,2001-2002,117,37.5,38,1
Massmort,Portcros,Portcros2,2001-2002,92,4.5,5,1
Massmort,Portcros,Portcros2,2001-2002,92a,8,8,1
Massmort,Portcros,Portcros2,2001-2002,93,2,,0
Massmort,Portcros,Portcros2,2001-2002,94,4,8,1
Massmort,Portcros,Portcros2,2001-2002,96,6,8.5,1
Massmort,Portcros,Portcros2,2001-2002,103,2,,0
Massmort,Portcros,Portcros2,2001-2002,104,2,3,1
Massmort,Portcros,Portcros2,2001-2002,104a,2,5.5,1
Massmort,Portcros,Portcros2,2001-2002,104b,8,,0
Massmort,Portcros,Portcros2,2001-2002,106,3,6,1
Massmort,Portcros,Portcros2,2001-2002,108,2,,0
Massmort,Portcros,Portcros2,2001-2002,109,1,,0
Massmort,Portcros,Portcros2,2001-2002,111,6,6.5,1
Massmort,Portcros,Portcros2,2001-2002,112,6,6,1
Massmort,Portcros,Portcros2,2001-2002,113,5,5,1
Massmort,Portcros,Portcros2,2001-2002,113a,,2.5,1
Massmort,Portcros,Portcros2,2001-2002,113b,,2.5,1
Massmort,Portcros,Portcros2,2001-2002,115,6,6.5,1
Massmort,Portcros,Portcros2,2001-2002,116,8,8.5,1
Massmort,Portcros,Portcros2,2001-2002,118,12,9,1
Massmort,Portcros,Portcros2,2001-2002,120,10,11,1
Massmort,Portcros,Portcros2,2001-2002,121,3,3,1
Massmort,Portcros,Portcros2,2001-2002,123,2,3.5,1
Massmort,Portcros,Portcros2,2001-2002,125,5,7,1
Massmort,Portcros,Portcros2,2001-2002,126,9,12.5,1
Massmort,Portcros,Portcros2,2001-2002,127,3.5,3.5,1
Massmort,Portcros,Portcros2,2001-2002,128,2,3,1
Massmort,Portcros,Portcros2,2001-2002,130,9,8,1
Massmort,Portcros,Portcros2,2001-2002,131,4,6,1
Massmort,Portcros,Portcros2,2001-2002,132,,2,1
Massmort,Portcros,Portcros2,2001-2002,132a,2,2,1
Massmort,Portcros,Portcros2,2001-2002,133b,3,3,1
Massmort,Portcros,Portcros2,2001-2002,134,6,7,1
Massmort,Portcros,Portcros2,2001-2002,134a,5.5,2,1
Massmort,Portcros,Portcros2,2001-2002,118,42,42,1
Massmort,Portcros,Portcros2,2001-2002,120,8,8,1
Massmort,Portcros,Portcros2,2001-2002,121,10,,0
Massmort,Portcros,Portcros2,2001-2002,123,27,25,1
Massmort,Portcros,Portcros2,2001-2002,124,6,7,1
Massmort,Portcros,Portcros2,2001-2002,128,19,19,1
Massmort,Portcros,Portcros2,2001-2002,129,15,16,1
Massmort,Portcros,Portcros2,2001-2002,130,17,18,1
Massmort,Portcros,Portcros2,2001-2002,131,23,25.5,1
Massmort,Portcros,Portcros2,2001-2002,132,20,20.5,1
Massmort,Portcros,Portcros2,2001-2002,137,15,14,1
Massmort,Portcros,Portcros2,2001-2002,139,35,35,1
Massmort,Portcros,Portcros2,2001-2002,140,15,14,1
Massmort,Portcros,Portcros2,2001-2002,141,18,20,1
Massmort,Portcros,Portcros2,2001-2002,142,20,21,1
Massmort,Portcros,Portcros2,2001-2002,143,11,10,1
Massmort,Portcros,Portcros2,2001-2002,144,28,28,1
Massmort,Portcros,Portcros2,2001-2002,147,13,14,1
Massmort,Portcros,Portcros2,2001-2002,148,36,,0
Massmort,Portcros,Portcros2,2001-2002,152,35,,0
Massmort,Portcros,Portcros2,2001-2002,154,13,14,1
Massmort,Portcros,Portcros2,2001-2002,156,20,20.5,1
Massmort,Portcros,Portcros2,2001-2002,157,39,39.5,1
Massmort,Portcros,Portcros2,2001-2002,161,13,13.5,1
Massmort,Portcros,Portcros2,2001-2002,162,27,,0
Massmort,Portcros,Portcros2,2001-2002,164,14,19.5,1
Massmort,Portcros,Portcros2,2001-2002,166,17,18.5,1
Massmort,Portcros,Portcros2,2001-2002,168,32,28,1
Massmort,Portcros,Portcros2,2001-2002,170,13,13,1
Massmort,Portcros,Portcros2,2001-2002,172,27,26,1
Massmort,Portcros,Portcros2,2001-2002,173,12,12,1
Massmort,Portcros,Portcros2,2001-2002,176,10,11,1
Massmort,Portcros,Portcros2,2001-2002,177,30,32,1
Massmort,Portcros,Portcros2,2001-2002,178,18,,0
Massmort,Portcros,Portcros2,2001-2002,179,28,30,1
Massmort,Portcros,Portcros2,2001-2002,180,18,21,1
Massmort,Portcros,Portcros2,2001-2002,183,33,34.5,1
Massmort,Portcros,Portcros2,2001-2002,184,42,29,1
Massmort,Portcros,Portcros2,2001-2002,185,38,,0
Massmort,Portcros,Portcros2,2001-2002,188,28,31.5,1
Massmort,Portcros,Portcros2,2001-2002,190,37.5,35.5,1
Massmort,Portcros,Portcros2,2001-2002,191,11,5,1
Massmort,Portcros,Portcros2,2001-2002,192,28,27,1
Massmort,Portcros,Portcros2,2001-2002,193,17,21,1
Massmort,Portcros,Portcros2,2001-2002,194,10.5,8.5,1
Massmort,Portcros,Portcros2,2001-2002,195,18,23.5,1
Massmort,Portcros,Portcros2,2001-2002,200,21,20,1
Massmort,Portcros,Portcros2,2001-2002,201,38,34,1
Massmort,Portcros,Portcros2,2001-2002,203,13,10,1
Massmort,Portcros,Portcros2,2001-2002,205,40,35,1
Massmort,Portcros,Portcros2,2001-2002,206,12,10,1
Massmort,Portcros,Portcros2,2001-2002,208,23,12,1
Massmort,Portcros,Portcros2,2001-2002,209,43,43.5,1
Massmort,Portcros,Portcros2,2001-2002,210,32.5,21,1
Massmort,Portcros,Portcros3,2001-2002,134b,6,8.5,1
Massmort,Portcros,Portcros3,2001-2002,135,11,13,1
Massmort,Portcros,Portcros3,2001-2002,136,7,8,1
Massmort,Portcros,Portcros3,2001-2002,138,8,10,1
Massmort,Portcros,Portcros3,2001-2002,138a,7.5,9.5,1
Massmort,Portcros,Portcros3,2001-2002,139,5.5,9.5,1
Massmort,Portcros,Portcros3,2001-2002,140,4.5,8.5,1
Massmort,Portcros,Portcros3,2001-2002,140a,7.5,8.5,1
Massmort,Portcros,Portcros3,2001-2002,140b,2,2.5,1
Massmort,Portcros,Portcros3,2001-2002,140c,1,2.2,1
Massmort,Portcros,Portcros3,2001-2002,140d,6.5,6.5,1
Massmort,Portcros,Portcros3,2001-2002,140e,5.5,7,1
Massmort,Portcros,Portcros3,2001-2002,140f,6,,
Massmort,Portcros,Portcros3,2001-2002,141,10,11.5,1
Massmort,Portcros,Portcros3,2001-2002,141a,8.5,10,1
Massmort,Portcros,Portcros3,2001-2002,141b,4,8,1
Massmort,Portcros,Portcros3,2001-2002,142,6,5,1
Massmort,Portcros,Portcros3,2001-2002,143,3.5,4.3,1
Massmort,Portcros,Portcros3,2001-2002,177,0.3,,0
Massmort,Portcros,Portcros3,2001-2002,211,21,22,1
Massmort,Portcros,Portcros3,2001-2002,212,29,26,1
Massmort,Portcros,Portcros3,2001-2002,213,25,24,1
Massmort,Portcros,Portcros3,2001-2002,215,20,15,1
Massmort,Portcros,Portcros3,2001-2002,216,21,17,1
Massmort,Portcros,Portcros3,2001-2002,218,9,12,1
Massmort,Portcros,Portcros3,2001-2002,227,13.5,13,1
Massmort,Portcros,Portcros3,2001-2002,228,11,12,1
Massmort,Portcros,Portcros3,2001-2002,233,27,23,1
Massmort,Portcros,Portcros3,2001-2002,235,27,29.5,1
Massmort,Portcros,Portcros3,2001-2002,236,31,28,1
Massmort,Portcros,Portcros3,2001-2002,237,22,22,1
Massmort,Portcros,Portcros3,2001-2002,240,26,25,1
Massmort,Portcros,Portcros3,2001-2002,241,33,36,1
Massmort,Portcros,Portcros3,2001-2002,242,37,40,1
Massmort,Portcros,Portcros3,2001-2002,245,26,28,1
Massmort,Portcros,Portcros3,2001-2002,246,32.5,35.5,1
Massmort,Portcros,Portcros3,2001-2002,247,44,45,1
Massmort,Portcros,Portcros3,2001-2002,248,24,26,1
Massmort,Portcros,Portcros3,2001-2002,249,21.5,25.5,1
Massmort,Portcros,Portcros3,2001-2002,250,28,29,1
Massmort,Portcros,Portcros3,2001-2002,251,26,27,1
Massmort,Portcros,Portcros3,2001-2002,252,17,18,1
Massmort,Portcros,Portcros3,2001-2002,253,22.5,22,1
Massmort,Portcros,Portcros3,2001-2002,254,13,15,1
Massmort,Portcros,Portcros3,2001-2002,257,18.5,20,1
Massmort,Portcros,Portcros3,2001-2002,259,40,40,1
