Mortality,Site,Plot,Year,Ncol,Size,Sizenext,Survnext
Divemort,Medas,Medas3,2002-2003,364,42.5,43,1
Divemort,Medas,Medas3,2002-2003,365,15.5,16,1
Divemort,Medas,Medas3,2002-2003,366,15,15,1
Divemort,Medas,Medas3,2002-2003,367,17,15,1
Divemort,Medas,Medas3,2002-2003,368,26,26.5,1
Divemort,Medas,Medas3,2002-2003,369,12,12,1
Divemort,Medas,Medas3,2002-2003,370,40.5,42,1
Divemort,Medas,Medas3,2002-2003,371,11,11.5,1
Divemort,Medas,Medas3,2002-2003,372,32.5,32,1
Divemort,Medas,Medas3,2002-2003,374,27,,0
Divemort,Medas,Medas3,2002-2003,375,6.5,7,1
Divemort,Medas,Medas3,2002-2003,376,6,8,1
Divemort,Medas,Medas3,2002-2003,377,31,33,1
Divemort,Medas,Medas3,2002-2003,379,18,18.5,1
Divemort,Medas,Medas3,2002-2003,380,40.5,38,1
Divemort,Medas,Medas3,2002-2003,381,77,77,1
Divemort,Medas,Medas3,2002-2003,382,19,20.5,1
Divemort,Medas,Medas3,2002-2003,383,16,16,1
Divemort,Medas,Medas3,2002-2003,384,26,26,1
Divemort,Medas,Medas3,2002-2003,385,11,13,1
Divemort,Medas,Medas3,2002-2003,386,2,2.5,1
Divemort,Medas,Medas3,2002-2003,387,9,9,1
Divemort,Medas,Medas3,2002-2003,388,8,9,1
Divemort,Medas,Medas3,2002-2003,389,31.5,32,1
Divemort,Medas,Medas3,2002-2003,390,12,14,1
Divemort,Medas,Medas3,2002-2003,391,19,20,1
Divemort,Medas,Medas3,2002-2003,393,33,33.5,1
Divemort,Medas,Medas3,2002-2003,394,12,13,1
Divemort,Medas,Medas3,2002-2003,397,20,21,1
Divemort,Medas,Medas3,2002-2003,399,4,,0
Divemort,Medas,Medas3,2002-2003,400,32,32,1
Divemort,Medas,Medas3,2002-2003,401,24,25,1
Divemort,Medas,Medas3,2002-2003,402,7.5,9,1
Divemort,Medas,Medas3,2002-2003,403,11,11,1
Divemort,Medas,Medas3,2002-2003,405,26,27,1
Divemort,Medas,Medas3,2002-2003,406,17,17,1
Divemort,Medas,Medas3,2002-2003,407,29,30,1
Divemort,Medas,Medas3,2002-2003,408,20,21,1
Divemort,Medas,Medas3,2002-2003,410,9,9,1
Divemort,Medas,Medas3,2002-2003,411,16,15,1
Divemort,Medas,Medas3,2002-2003,412,42,43,1
Divemort,Medas,Medas3,2002-2003,413,23.5,15,1
Divemort,Medas,Medas3,2002-2003,414,15,15,1
Divemort,Medas,Medas3,2002-2003,415,9,9,1
Divemort,Medas,Medas3,2002-2003,416,14,16,1
Divemort,Medas,Medas3,2002-2003,417,8,9,1
Divemort,Medas,Medas3,2002-2003,418,11,11,1
Divemort,Medas,Medas3,2002-2003,419,18.5,18.5,1
Divemort,Medas,Medas3,2002-2003,420,2,3,1
Divemort,Medas,Medas3,2002-2003,421,5,5,1
Divemort,Medas,Medas3,2002-2003,422,6,9,1
Divemort,Medas,Medas3,2002-2003,423,30,30,1
Divemort,Medas,Medas3,2002-2003,424,2,3,1
Divemort,Medas,Medas3,2002-2003,425,19.5,21,1
Divemort,Medas,Medas3,2002-2003,426,19,19,1
Divemort,Medas,Medas3,2002-2003,427,23,23,1
Divemort,Medas,Medas3,2002-2003,428,18,12,1
Divemort,Medas,Medas3,2002-2003,430,12,12,1
Divemort,Medas,Medas3,2002-2003,431,9,11,1
Divemort,Medas,Medas3,2002-2003,432,18,19,1
Divemort,Medas,Medas3,2002-2003,434,3.5,5,1
Divemort,Medas,Medas3,2002-2003,435,14,15,1
Divemort,Medas,Medas3,2002-2003,436,0.5,,0
Divemort,Medas,Medas3,2002-2003,437,28,26,1
Divemort,Medas,Medas3,2002-2003,438,4,5,1
Divemort,Medas,Medas3,2002-2003,439,17.5,17,1
Divemort,Medas,Medas3,2002-2003,440,10,13,1
Divemort,Medas,Medas3,2002-2003,441,19,20,1
Divemort,Medas,Medas3,2002-2003,442,47,49,1
Divemort,Medas,Medas4,2002-2003,520,3,3,1
Divemort,Medas,Medas4,2002-2003,521,1,,0
Divemort,Medas,Medas4,2002-2003,523,22.5,23.5,1
Divemort,Medas,Medas4,2002-2003,524,7,9,1
Divemort,Medas,Medas4,2002-2003,525,3,3,1
Divemort,Medas,Medas4,2002-2003,526,4,3.5,1
Divemort,Medas,Medas4,2002-2003,529,10,11,1
Divemort,Medas,Medas4,2002-2003,531,9,9.5,1
Divemort,Medas,Medas4,2002-2003,532,11.8,11.8,1
Divemort,Medas,Medas4,2002-2003,533,59,59,1
Divemort,Medas,Medas4,2002-2003,534,29.5,30,1
Divemort,Medas,Medas4,2002-2003,535,10,10,1
Divemort,Medas,Medas4,2002-2003,536,6.5,,
Divemort,Medas,Medas4,2002-2003,537,3.5,4,1
Divemort,Medas,Medas4,2002-2003,538,1.5,2,1
Divemort,Medas,Medas4,2002-2003,541,9,9.5,1
Divemort,Medas,Medas4,2002-2003,542,3,3.5,1
Divemort,Medas,Medas4,2002-2003,543,66,62,1
Divemort,Medas,Medas4,2002-2003,544,62.5,62,1
Divemort,Medas,Medas4,2002-2003,545,34,36.5,1
Divemort,Medas,Medas4,2002-2003,546,20.8,21,1
Divemort,Medas,Medas4,2002-2003,549,3.5,3.5,1
Divemort,Medas,Medas4,2002-2003,550,38,39,1
Divemort,Medas,Medas4,2002-2003,552,34.5,33,1
Divemort,Medas,Medas4,2002-2003,553,17,17.5,1
Divemort,Medas,Medas4,2002-2003,554,10.5,10.5,1
Divemort,Medas,Medas4,2002-2003,567,25,25,1
Divemort,Medas,Medas4,2002-2003,568,25,28,1
Divemort,Medas,Medas4,2002-2003,569,1,,0
Divemort,Medas,Medas4,2002-2003,570,13.5,15.5,1
Divemort,Medas,Medas4,2002-2003,571,18.5,18.5,1
Divemort,Medas,Medas4,2002-2003,572,2.5,2,1
Divemort,Medas,Medas4,2002-2003,573,12.5,12,1
Divemort,Medas,Medas4,2002-2003,574,10.5,12,1
Divemort,Medas,Medas4,2002-2003,575,34,34.5,1
Divemort,Medas,Medas4,2002-2003,576,33,34.5,1
Divemort,Medas,Medas4,2002-2003,577,18,17,1
Divemort,Medas,Medas4,2002-2003,578,21,21.5,1
Divemort,Medas,Medas4,2002-2003,579,33,34.5,1
Divemort,Medas,Medas4,2002-2003,580,13,14,1
Divemort,Medas,Medas4,2002-2003,581,21,21.5,1
Divemort,Medas,Medas4,2002-2003,582,15,11,1
Divemort,Medas,Medas4,2002-2003,583,87,89,1
Divemort,Medas,Medas4,2002-2003,584,2,,0
Divemort,Medas,Medas4,2002-2003,585,15,16,1
Divemort,Medas,Medas4,2002-2003,586,16,16,1
Divemort,Medas,Medas4,2002-2003,588,13,14,1
Divemort,Medas,Medas4,2002-2003,589,19.5,17,1
Divemort,Medas,Medas4,2002-2003,590,31,32.5,1
Divemort,Medas,Medas4,2002-2003,591,5,,0
Divemort,Medas,Medas4,2002-2003,592,8,9,1
Divemort,Medas,Medas4,2002-2003,593,28,27,1
Divemort,Medas,Medas4,2002-2003,594,8.5,9.5,1
Divemort,Medas,Medas4,2002-2003,595,12,13,1
Divemort,Medas,Medas4,2002-2003,596,12,15,1
Divemort,Medas,Medas4,2002-2003,598,4.5,6,1
Divemort,Medas,Medas4,2002-2003,599,27,28,1
Divemort,Medas,Medas4,2002-2003,600,16.5,13,1
Divemort,Medas,Medas4,2002-2003,601,15,13,1
Divemort,Medas,Medas4,2002-2003,602,28,28,1
Divemort,Medas,Medas4,2002-2003,603,11,11,1
Divemort,Medas,Medas4,2002-2003,604,25.5,27,1
Divemort,Medas,Medas4,2002-2003,605,27,21,1
Divemort,Medas,Medas4,2002-2003,606,24,24,1
Divemort,Medas,Medas4,2002-2003,607,15,,0
Divemort,Medas,Medas4,2002-2003,608,13,10,1
Divemort,Medas,Medas4,2002-2003,609,10.5,10.5,1
Divemort,Medas,Medas4,2002-2003,610,16.5,16.5,1
Divemort,Medas,Medas4,2002-2003,611,17.5,18.5,1
Divemort,Medas,Medas4,2002-2003,612,24,25,1
Divemort,Medas,Medas4,2002-2003,613,6,,0
Divemort,Medas,Medas4,2002-2003,614,15.8,16,1
Divemort,Medas,Medas4,2002-2003,615,9,,0
Divemort,Medas,Medas4,2002-2003,616,4,,0
Divemort,Medas,Medas4,2002-2003,617,14.5,17,1
Divemort,Medas,Medas4,2002-2003,618,16,16.5,1
Divemort,Medas,Medas4,2002-2003,619,15,15.5,1
Divemort,Medas,Medas4,2002-2003,620,50,50.5,1
Divemort,Medas,Medas4,2002-2003,621,24.5,25,1
Divemort,Medas,Medas4,2002-2003,622,27,26.5,1
Divemort,Medas,Medas4,2002-2003,623,23,23,1
Divemort,Medas,Medas4,2002-2003,624,12,10.5,1
Divemort,Medas,Medas4,2002-2003,625,20.5,21,1
Divemort,Medas,Medas4,2002-2003,626,19,18,1
Divemort,Medas,Medas4,2002-2003,627,22,21,1
Divemort,Medas,Medas4,2002-2003,628,2,,0
Divemort,Medas,Medas4,2002-2003,629,32,32.5,1
Divemort,Medas,Medas4,2002-2003,630,34,33.5,1
Divemort,Medas,Medas4,2002-2003,631,17.5,19,1
Divemort,Medas,Medas4,2002-2003,632,14,14,1
Divemort,Medas,Medas4,2002-2003,633,7.8,7,1
Divemort,Medas,Medas4,2002-2003,634,3,2.5,1
Divemort,Medas,Medas4,2002-2003,635,7,9,1
Divemort,Medas,Medas4,2002-2003,636,2.5,3,1
Divemort,Medas,Medas4,2002-2003,637,33,32,1
Divemort,Medas,Medas4,2002-2003,638,8,9,1
Divemort,Medas,Medas4,2002-2003,639,4,,0
Divemort,Medas,Medas4,2002-2003,640,41,41,1
Divemort,Medas,Medas4,2002-2003,641,3,5,1
Divemort,Medas,Medas4,2002-2003,642,26.5,25.5,1
Divemort,Medas,Medas4,2002-2003,643,28,28.5,1
Divemort,Medas,Medas4,2002-2003,644,2,2,1
Divemort,Medas,Medas4,2002-2003,645,6,6.5,1
Divemort,Medas,Medas4,2002-2003,646,9.3,9.5,1
Divemort,Medas,Medas4,2002-2003,647,13.5,12.5,1
Divemort,Medas,Medas4,2002-2003,649,9.5,10,1
Divemort,Medas,Medas4,2002-2003,650,6,6,1
Divemort,Medas,Medas4,2002-2003,651,6,6,1
Divemort,Medas,Medas4,2002-2003,652,10.5,12,1
Divemort,Medas,Medas4,2002-2003,653,7.5,8,1
Divemort,Medas,Medas4,2002-2003,654,16,17,1
Divemort,Medas,Medas4,2002-2003,656,28,29,1
Divemort,Medas,Medas4,2002-2003,657,16.5,16.5,1
Divemort,Medas,Medas4,2002-2003,659,10,11.5,1
Divemort,Medas,Medas4,2002-2003,660,12.5,13,1
Divemort,Medas,Medas4,2002-2003,661,7,8.5,1
Divemort,Medas,Medas4,2002-2003,662,5,5,1
Divemort,Medas,Medas4,2002-2003,663,8,8.5,1
Divemort,Medas,Medas4,2002-2003,665,2.5,,0
Divemort,Medas,Medas4,2002-2003,666,20,20.5,1
Divemort,Medas,Medas4,2002-2003,667,11.5,11.5,1
Divemort,Medas,Medas4,2002-2003,668,36,37,1
Divemort,Medas,Medas4,2002-2003,669,15,15,1
Divemort,Medas,Medas4,2002-2003,670,5,5,1
Divemort,Medas,Medas4,2002-2003,671,4,5,1
Divemort,Medas,Medas4,2002-2003,675,12,,
Divemort,Medas,Medas4,2002-2003,676,10,11,1
Divemort,Medas,Medas4,2002-2003,677,35,37,1
Divemort,Medas,Medas4,2002-2003,678,13,14,1
Divemort,Medas,Medas4,2002-2003,679,25.5,25,1
Divemort,Medas,Medas4,2002-2003,680,18,19.5,1
Divemort,Medas,Medas4,2002-2003,681,15,,0
Divemort,Medas,Medas4,2002-2003,682,1.5,,0
Divemort,Medas,Medas4,2002-2003,683,8,9,1
Divemort,Medas,Medas4,2002-2003,684,10,10,1
Divemort,Medas,Medas4,2002-2003,685,58,58,1
Divemort,Medas,Medas4,2002-2003,686,8,8,1
Divemort,Medas,Medas4,2002-2003,687,11,8,1
Divemort,Medas,Medas4,2002-2003,688,5,5,1
Divemort,Medas,Medas4,2002-2003,689,9,9,1
Divemort,Medas,Medas4,2002-2003,700,3,2.3,1
Divemort,Medas,Medas4,2002-2003,701,2,,0
Divemort,Medas,Medas4,2002-2003,702,3,,0
Divemort,Medas,Medas4,2002-2003,703,7,5,1
Divemort,Medas,Medas4,2002-2003,704,21,21,1
Divemort,Medas,Medas4,2002-2003,705,3,5.5,1
Divemort,Medas,Medas4,2002-2003,706,18,22,1
Divemort,Medas,Medas4,2002-2003,707,28,23,1
Divemort,Medas,Medas4,2002-2003,708,5,5.5,1
Divemort,Medas,Medas4,2002-2003,709,35,37,1
Divemort,Medas,Medas4,2002-2003,710,16.5,17.5,1
Divemort,Medas,Medas4,2002-2003,711,21.5,19,1
Divemort,Medas,Medas4,2002-2003,712,50,48,1
Divemort,Medas,Medas4,2002-2003,713,6,7,1
Divemort,Medas,Medas4,2002-2003,714,8,,0
Divemort,Medas,Medas4,2002-2003,715,8,8,1
Divemort,Medas,Medas4,2002-2003,716,27.5,27,1
Divemort,Medas,Medas4,2002-2003,717,45,46,1
Divemort,Medas,Medas4,2002-2003,718,14,12.5,1
Divemort,Medas,Medas4,2002-2003,719,24,25,1
Divemort,Medas,Medas4,2002-2003,720,30,31.5,1
Divemort,Medas,Medas4,2002-2003,721,13.5,13,1
Divemort,Medas,Medas4,2002-2003,722,3.5,4,1
Divemort,Medas,Medas1,2003-2004,1,31,34,1
Divemort,Medas,Medas1,2003-2004,2,39.5,41.5,1
Divemort,Medas,Medas1,2003-2004,3,19.5,19.5,1
Divemort,Medas,Medas1,2003-2004,4,14,14,1
Divemort,Medas,Medas1,2003-2004,5,21.5,25,1
Divemort,Medas,Medas1,2003-2004,6,19.5,20,1
Divemort,Medas,Medas1,2003-2004,7,30,32,1
Divemort,Medas,Medas1,2003-2004,9,27,25,1
Divemort,Medas,Medas1,2003-2004,10,55,57,1
Divemort,Medas,Medas1,2003-2004,11,62,62,1
Divemort,Medas,Medas1,2003-2004,12,22.5,23,1
Divemort,Medas,Medas1,2003-2004,13,21,21,1
Divemort,Medas,Medas1,2003-2004,14,31,29.5,1
Divemort,Medas,Medas1,2003-2004,15,27,28.5,1
Divemort,Medas,Medas1,2003-2004,16,38,40,1
Divemort,Medas,Medas1,2003-2004,17,29.5,29.5,1
Divemort,Medas,Medas1,2003-2004,18,14.5,17.5,1
Divemort,Medas,Medas1,2003-2004,19,35,32,1
Divemort,Medas,Medas1,2003-2004,20,13,15.5,1
Divemort,Medas,Medas1,2003-2004,21,62,63,1
Divemort,Medas,Medas1,2003-2004,22,34,33,0
Divemort,Medas,Medas1,2003-2004,24,52,50,1
Divemort,Medas,Medas1,2003-2004,25,31,30.5,1
Divemort,Medas,Medas1,2003-2004,27,33,,0
Divemort,Medas,Medas1,2003-2004,28,27,28,1
Divemort,Medas,Medas1,2003-2004,30,26,29,1
Divemort,Medas,Medas1,2003-2004,31,42.5,41,1
Divemort,Medas,Medas1,2003-2004,32,15,21,1
Divemort,Medas,Medas1,2003-2004,33,13,15,1
Divemort,Medas,Medas1,2003-2004,34,17,20,1
Divemort,Medas,Medas1,2003-2004,35,46,48,1
Divemort,Medas,Medas1,2003-2004,36,19,20,1
Divemort,Medas,Medas1,2003-2004,38,31.5,,0
Divemort,Medas,Medas1,2003-2004,39,42,43,1
Divemort,Medas,Medas1,2003-2004,40,44,48,1
Divemort,Medas,Medas1,2003-2004,41,46,46,1
Divemort,Medas,Medas1,2003-2004,42,44.5,48,1
Divemort,Medas,Medas1,2003-2004,43,31,29,1
Divemort,Medas,Medas1,2003-2004,44,43,46,1
Divemort,Medas,Medas1,2003-2004,45,41,,0
Divemort,Medas,Medas1,2003-2004,46,25,23,1
Divemort,Medas,Medas1,2003-2004,47,56,58,1
Divemort,Medas,Medas1,2003-2004,48,33,29,1
Divemort,Medas,Medas1,2003-2004,49,20.5,20,1
Divemort,Medas,Medas1,2003-2004,50,9,,0
Divemort,Medas,Medas1,2003-2004,51,12,14,1
Divemort,Medas,Medas1,2003-2004,52,37,31,1
Divemort,Medas,Medas1,2003-2004,53,22,22,1
Divemort,Medas,Medas1,2003-2004,54,52.5,53,1
Divemort,Medas,Medas1,2003-2004,55,21,25.5,1
Divemort,Medas,Medas1,2003-2004,56,16.5,17,1
Divemort,Medas,Medas1,2003-2004,57,10,14,1
Divemort,Medas,Medas1,2003-2004,59,23.5,24.5,1
Divemort,Medas,Medas1,2003-2004,60,24,23,1
Divemort,Medas,Medas1,2003-2004,61,23.5,24.5,1
Divemort,Medas,Medas1,2003-2004,62,36.5,40,1
Divemort,Medas,Medas1,2003-2004,63,65,,0
Divemort,Medas,Medas1,2003-2004,64,68,68,1
Divemort,Medas,Medas1,2003-2004,65,31.5,32,1
Divemort,Medas,Medas1,2003-2004,66,51.5,53,1
Divemort,Medas,Medas1,2003-2004,67,48,49,1
Divemort,Medas,Medas1,2003-2004,68,44.5,44,1
Divemort,Medas,Medas1,2003-2004,69,36.5,37,1
Divemort,Medas,Medas1,2003-2004,70,14,16.5,1
Divemort,Medas,Medas1,2003-2004,71,24,26,1
Divemort,Medas,Medas1,2003-2004,72,23,24.5,1
Divemort,Medas,Medas1,2003-2004,73,4,3,1
Divemort,Medas,Medas1,2003-2004,74,26.5,27.5,1
Divemort,Medas,Medas1,2003-2004,75,25,25.5,1
Divemort,Medas,Medas1,2003-2004,76,44,44.5,1
Divemort,Medas,Medas1,2003-2004,77,4,6.5,1
Divemort,Medas,Medas1,2003-2004,78,38,37.5,1
Divemort,Medas,Medas1,2003-2004,79,1,,0
Divemort,Medas,Medas1,2003-2004,80,16,19,1
Divemort,Medas,Medas1,2003-2004,81,37,37,1
Divemort,Medas,Medas1,2003-2004,82,30,,0
Divemort,Medas,Medas1,2003-2004,83,25,24,1
Divemort,Medas,Medas1,2003-2004,84,16,16,1
Divemort,Medas,Medas1,2003-2004,85,55,58,1
Divemort,Medas,Medas1,2003-2004,87,26.5,26.5,1
Divemort,Medas,Medas1,2003-2004,88,24,24,1
Divemort,Medas,Medas1,2003-2004,89,38,36,1
Divemort,Medas,Medas1,2003-2004,90,45.5,46,1
Divemort,Medas,Medas1,2003-2004,91,12,13,1
Divemort,Medas,Medas1,2003-2004,92,26,,0
Divemort,Medas,Medas1,2003-2004,93,40,27,1
Divemort,Medas,Medas1,2003-2004,96,42,,0
Divemort,Medas,Medas2,2003-2004,97,22,17,1
Divemort,Medas,Medas2,2003-2004,98,29,29,1
Divemort,Medas,Medas2,2003-2004,99,8,7,1
Divemort,Medas,Medas2,2003-2004,100,18.5,17,1
Divemort,Medas,Medas2,2003-2004,100a,2,2,1
Divemort,Medas,Medas2,2003-2004,101,4,,0
Divemort,Medas,Medas2,2003-2004,102,14,14,1
Divemort,Medas,Medas2,2003-2004,103,10,12,1
Divemort,Medas,Medas2,2003-2004,104,23.5,25,1
Divemort,Medas,Medas2,2003-2004,105,15.5,20,1
Divemort,Medas,Medas2,2003-2004,106,24,24,1
Divemort,Medas,Medas2,2003-2004,108,8,8,1
Divemort,Medas,Medas2,2003-2004,109,41,41,1
Divemort,Medas,Medas2,2003-2004,110,4.5,4.5,1
Divemort,Medas,Medas2,2003-2004,111,37,37,1
Divemort,Medas,Medas2,2003-2004,112,19,19,1
Divemort,Medas,Medas2,2003-2004,113,3,3,1
Divemort,Medas,Medas2,2003-2004,114,1.5,1.5,1
Divemort,Medas,Medas2,2003-2004,117,5,5,1
Divemort,Medas,Medas2,2003-2004,118,19,19,1
Divemort,Medas,Medas2,2003-2004,120,30,,0
Divemort,Medas,Medas2,2003-2004,121,21,,0
Divemort,Medas,Medas2,2003-2004,122,5,5,1
Divemort,Medas,Medas2,2003-2004,124,2,2,1
Divemort,Medas,Medas2,2003-2004,125,32,33,1
Divemort,Medas,Medas2,2003-2004,127,13,15,1
Divemort,Medas,Medas2,2003-2004,129,3,5,1
Divemort,Medas,Medas2,2003-2004,130,12.5,12.5,1
Divemort,Medas,Medas2,2003-2004,131,19,21,1
Divemort,Medas,Medas2,2003-2004,132,22.5,25,1
Divemort,Medas,Medas2,2003-2004,133,28,28,1
Divemort,Medas,Medas2,2003-2004,134,24,25,1
Divemort,Medas,Medas2,2003-2004,135,9,9.5,1
Divemort,Medas,Medas2,2003-2004,136,28,29,1
Divemort,Medas,Medas2,2003-2004,137,22.5,24,1
Divemort,Medas,Medas2,2003-2004,138,14.5,14,1
Divemort,Medas,Medas2,2003-2004,139,12,13,1
Divemort,Medas,Medas2,2003-2004,140,10.5,11.5,1
Divemort,Medas,Medas2,2003-2004,142,16,16,1
Divemort,Medas,Medas2,2003-2004,143,6,6,1
Divemort,Medas,Medas2,2003-2004,144,22.5,23,1
Divemort,Medas,Medas2,2003-2004,145,31,31,1
Divemort,Medas,Medas2,2003-2004,146,12,12,1
Divemort,Medas,Medas2,2003-2004,147,17,17.5,1
Divemort,Medas,Medas2,2003-2004,148,33,34,1
Divemort,Medas,Medas2,2003-2004,149,30,27.5,1
Divemort,Medas,Medas2,2003-2004,150,35,31,1
Divemort,Medas,Medas2,2003-2004,151,13,13,1
Divemort,Medas,Medas2,2003-2004,152,8,9,1
Divemort,Medas,Medas2,2003-2004,153,9,9,1
Divemort,Medas,Medas2,2003-2004,154,20,20,1
Divemort,Medas,Medas2,2003-2004,155,16,17,1
Divemort,Medas,Medas2,2003-2004,156,8.5,9,1
Divemort,Medas,Medas2,2003-2004,158,21.5,21.5,1
Divemort,Medas,Medas2,2003-2004,159,34,,0
Divemort,Medas,Medas2,2003-2004,161,11,11,1
Divemort,Medas,Medas2,2003-2004,162,20.5,,0
Divemort,Medas,Medas2,2003-2004,163,12.5,13,1
Divemort,Medas,Medas2,2003-2004,164,27,27.5,1
Divemort,Medas,Medas2,2003-2004,165,18,17,1
Divemort,Medas,Medas2,2003-2004,165a,,1.5,1
Divemort,Medas,Medas2,2003-2004,166,13,10,1
Divemort,Medas,Medas2,2003-2004,167,3,4.5,1
Divemort,Medas,Medas2,2003-2004,168,32,32,1
Divemort,Medas,Medas2,2003-2004,169,29.5,,0
Divemort,Medas,Medas2,2003-2004,172,25.5,,0
Divemort,Medas,Medas2,2003-2004,174,16.5,17,1
Divemort,Medas,Medas2,2003-2004,175,6.5,7.5,1
Divemort,Medas,Medas2,2003-2004,176,22.5,22.5,1
Divemort,Medas,Medas2,2003-2004,179,24,24,1
Divemort,Medas,Medas2,2003-2004,181,24,24,1
Divemort,Medas,Medas2,2003-2004,183,21,19.5,1
Divemort,Medas,Medas2,2003-2004,184,31,30,1
Divemort,Medas,Medas2,2003-2004,185,13,13,1
Divemort,Medas,Medas2,2003-2004,187,33,33,1
Divemort,Medas,Medas2,2003-2004,188,11,12,1
Divemort,Medas,Medas2,2003-2004,189,19.5,21.5,1
Divemort,Medas,Medas2,2003-2004,190,12,12,1
Divemort,Medas,Medas2,2003-2004,193,5,5.5,1
Divemort,Medas,Medas2,2003-2004,194,9,9.5,1
Divemort,Medas,Medas2,2003-2004,195,17,16.5,1
Divemort,Medas,Medas2,2003-2004,196,21,22,1
Divemort,Medas,Medas2,2003-2004,197,32,33,1
Divemort,Medas,Medas2,2003-2004,198,24.5,24,1
Divemort,Medas,Medas2,2003-2004,199,16,18,1
Divemort,Medas,Medas2,2003-2004,201,24,25,1
Divemort,Medas,Medas2,2003-2004,202,14,13,1
Divemort,Medas,Medas2,2003-2004,203,24.5,23.5,1
Divemort,Medas,Medas2,2003-2004,205,36,38.5,1
Divemort,Medas,Medas2,2003-2004,206,2.5,3,1
Divemort,Medas,Medas2,2003-2004,207,3,4,1
Divemort,Medas,Medas2,2003-2004,207a,0.5,,0
Divemort,Medas,Medas2,2003-2004,211,7,8,1
Divemort,Medas,Medas2,2003-2004,213,20,20,1
Divemort,Medas,Medas2,2003-2004,214,50,14,0
Divemort,Medas,Medas2,2003-2004,215,21,22,1
Divemort,Medas,Medas2,2003-2004,217,42,42,1
Divemort,Medas,Medas2,2003-2004,218,15,16,1
Divemort,Medas,Medas2,2003-2004,219,15,15,1
Divemort,Medas,Medas2,2003-2004,220,9.5,10,1
Divemort,Medas,Medas2,2003-2004,221,23,21,1
Divemort,Medas,Medas2,2003-2004,222,20,18,1
Divemort,Medas,Medas2,2003-2004,224,9.5,10,1
Divemort,Medas,Medas2,2003-2004,225,29.5,29.5,1
Divemort,Medas,Medas2,2003-2004,225a,,1,1
Divemort,Medas,Medas2,2003-2004,225b,,2.5,1
Divemort,Medas,Medas2,2003-2004,226,15,15,1
Divemort,Medas,Medas2,2003-2004,227,56,56,1
Divemort,Medas,Medas3,2003-2004,228,23,23,1
Divemort,Medas,Medas3,2003-2004,229,18,18,1
Divemort,Medas,Medas3,2003-2004,230,60,60,1
Divemort,Medas,Medas3,2003-2004,231,16,14,1
Divemort,Medas,Medas3,2003-2004,232,5.5,6,1
Divemort,Medas,Medas3,2003-2004,234,23,23,1
Divemort,Medas,Medas3,2003-2004,236,33.5,33,1
Divemort,Medas,Medas3,2003-2004,237,16,16,1
Divemort,Medas,Medas3,2003-2004,238,11.5,12,1
Divemort,Medas,Medas3,2003-2004,239,3.5,4,1
Divemort,Medas,Medas3,2003-2004,243,14,11,1
Divemort,Medas,Medas3,2003-2004,244,10.5,9,1
Divemort,Medas,Medas3,2003-2004,245,20,19,1
Divemort,Medas,Medas3,2003-2004,246,27.5,28,1
Divemort,Medas,Medas3,2003-2004,247,9,9,1
Divemort,Medas,Medas3,2003-2004,248,37,37,1
Divemort,Medas,Medas3,2003-2004,249,11.5,11,1
Divemort,Medas,Medas3,2003-2004,250,23,22,1
Divemort,Medas,Medas3,2003-2004,251,17.5,18,1
Divemort,Medas,Medas3,2003-2004,252,31,2,1
Divemort,Medas,Medas3,2003-2004,253,34,36,1
Divemort,Medas,Medas3,2003-2004,254,8.5,7,1
Divemort,Medas,Medas3,2003-2004,255,41,10,0
Divemort,Medas,Medas3,2003-2004,255a,0.5,0.5,1
Divemort,Medas,Medas3,2003-2004,255b,0.5,,0
Divemort,Medas,Medas3,2003-2004,255c,0.3,,0
Divemort,Medas,Medas3,2003-2004,256,11,11,1
Divemort,Medas,Medas3,2003-2004,257,2.5,,0
Divemort,Medas,Medas3,2003-2004,258,33.5,34,1
Divemort,Medas,Medas3,2003-2004,259,20,20,1
Divemort,Medas,Medas3,2003-2004,261,13,11,1
Divemort,Medas,Medas3,2003-2004,262,6,7,1
Divemort,Medas,Medas3,2003-2004,263,19,,0
Divemort,Medas,Medas3,2003-2004,264,16,16,1
Divemort,Medas,Medas3,2003-2004,265,26,25.5,1
Divemort,Medas,Medas3,2003-2004,266,14,,0
Divemort,Medas,Medas3,2003-2004,267,14,,0
Divemort,Medas,Medas3,2003-2004,268,47,41.5,1
Divemort,Medas,Medas3,2003-2004,269,15.5,14.5,1
Divemort,Medas,Medas3,2003-2004,270,18,,0
Divemort,Medas,Medas3,2003-2004,271,17,13.5,1
Divemort,Medas,Medas3,2003-2004,273,8.5,9,1
Divemort,Medas,Medas3,2003-2004,274,17,14,1
Divemort,Medas,Medas3,2003-2004,276,15,22,1
Divemort,Medas,Medas3,2003-2004,277,17,15.5,1
Divemort,Medas,Medas3,2003-2004,279,7.5,8,1
Divemort,Medas,Medas3,2003-2004,280,22,21,1
Divemort,Medas,Medas3,2003-2004,282,17,,0
Divemort,Medas,Medas3,2003-2004,283,24,,0
Divemort,Medas,Medas3,2003-2004,284,22,15,1
Divemort,Medas,Medas3,2003-2004,286,20,20,1
Divemort,Medas,Medas3,2003-2004,286a,,2,1
Divemort,Medas,Medas3,2003-2004,287,20,20,1
Divemort,Medas,Medas3,2003-2004,289,36,36,1
Divemort,Medas,Medas3,2003-2004,290,16,15.5,1
Divemort,Medas,Medas3,2003-2004,291,1,2,1
